Unnamed: 0	text	task1
8914	    smeared a young rape victims reputation practically calling her a whore while defending a rapis  	0
8916	Im not sure who is the most hysterical woman at the   Kamala Harris or Cory Booker	1
8917	more worried about your skank ass girlfriend than your own kids i see your true priorities	1
8918	  Youre a fucking skank	1
8920	  And I was the most hysterical woman while watching comedians tear you a new one at the roast of Rob Lowe Hahahahaha Hysterical	0
8921	  arenty you   of having insulted   and the other women who spoke against        	0
8923	  And you enabled your Jack ass hubby to rape women like JUANITA you are pathetic old and WILL NEVER BE PRESIDENT LOVE THE BASKET OF DEPLORABLES	1
8924	    Why when women are abused its called sexual assault or rape but when its boys its c  	0
8925	some people at this school literally drive me insane like cool bitch im depressed too doesnt mean im a fucking cunt	0
8927	  Its a societal issue and people are truly blind if they dont see that I see this feeling predominantly in strongly Christian or conservatively raised men I mean theyve been taught their entire lives that women are inferior to men	0
8928	God fucking forbid someone offend any fucking one on this planet Idk how our species will continue when everyone is too much of a fucking cunt bitch to speak their minds   please add a filter to this so it can be friendly	0
8929	    Muhhhhh privilege Excuse me IM OFFENDED HATE SPEECH But of course you dont see the slippery slopeAnd yes the made up arbitrary term hate speech is free speech If you choose to get offended by shit I suggest you get a backbone and grow the fck up you pussy	1
8930	Im going to LARP as someone from a TV show because otherwise I might not get to engage in recreational infanticide said the well adjusted and not at all hysterical woman	0
8931	the fact that who comments on this cube problem is mostly not a cube stan yall be creating tweets so you can get rts and like shut the fuck up if you dont know anything about cube jesus	0
8932	  It wasnt a mistakeit is a more than appropriate and accurate description of those hysterical women	1
8933	    Dozens of other women I ve accused him of rape and they either get paid off or nobody hears from them again	0
8934	You dont have to explain why because a dishwasher the right to speak Stay in the kitchen	1
8935	Dont call them hysterical women	0
8936	I will always love you  Ken though   I really admire you  feel like a mother tiger with you I could of jumped through the TV when that skank slapped your face That upset me A lot	1
8937	SShut the fuck up bitch He pinches the bridge of his nose  His ears fold back in pure embarrassment this just keeps getting better and better	0
8938	Last RT is brilliant someone had replied onto a thread of Claire saying they didnt like tv claire an that she needs to stay in the kitchen to cook for Jamie Stfu bitch	1
8939	  Why you getting so hysterical	0
8940	Emily Does vagina had dirt gravel and pine needles in it after Brock turned raped her while she laid unconscious on the ground You dont want women to prove they were raped you want them to accept it and shut the fuck up	1
8941	  Never mind the contempt that the DNC has for its base giving the nomination to Hillary instead of Bernie and the contempt Hillary has for the masses calling them deplorable and claiming women are stupid and voted how their husbands told t	1
8942	  More guts than anyone in the GOP Hysterical woman quote is so pathetically sexist especially coming from one jury out on that one	0
8943	Massive Crowd Cheers On As Pagans Kidnap Woman And Her Son They Make The Son Rape His Mother Th   via  	0
8946	  Not all men youre right Doyoung wouldnt treat me like this 	1
8947	Im smack tf out one of you pussy boys	0
8948	    Lies Women who came out of the gutter all of a sudden cry rape or abuse but traded it fo  	0
8949	  needs to STFU	0
8950	When i was  a woman who i thought was my friend aranged for a yo man to rape me  	0
8951	To whoever keeps coming at   sideways I will find you  I WILL whoop that ass Stop talking shit behind anon pussy Jacee is one of the nicest girls Ive ever met and youre clearly a straight ass cunt So get your own life to worry bout and stfu before I gotta make you	0
8952	How can you say stfu and leave me alone in a good way lol	0
8953	You talked to me as if Im some super skank up in a bunch  Who tf do u think u r  Honestly  Not one boy has talked to me like that everrrr  You disgust me man  No respect what so ever   your dirty dick aint getting shit 	0
8954	  Going to take a lot more than a skank like you  	1
8955	FUCKING SHUT ME UP BITCH FUCK U U AINT SHIT CUNT FAGGIT BITCH	1
8956	Enter the Kitchen Authority Bargain Sandwich Maker Sweeps This little baby is perfect for making quick hot sandwiches like stuffed grilled cheese or pocket pizza	0
8957	Ann actually glad   willing to give up seat to release confidential emailsThis will open up floodgates to release Tarmac Bill  Killary Clinton emails       competing for Most Hysterical Woman at Kavanaugh hearings   	1
8959	  Talking about hysterical women youre the worst	0
8960	I find this hysterical the one thing I remember about my dad teaching me to drive was  WHAT THE FUCK ARE YOU WAITIN  	0
8961	   telling inappropriate jokes can feel like rape  a woman cuz she is the one going thru the psychological trauma hearing that	0
8962	  preRoeWade women died Hysterical women Remember  	0
8965	  that Im the BEST FUNNIEST MOST ATTRACTIVE girl EVER until I get to the second page and apparently Im a SKANK WHORE BITCH SLUT	0
8966	  Lmao SKANK BITCH IM TELLIN MY MOMMA	1
8967	    Bitch stfu  Im just tired of you thinking you know me because of what that bum ass nigga tells you when he needs some pussy or a place to sleep	1
8968	  You sat by to engrossed in your own ego while women were being raped and assaulted You are a rape ena  	0
8969	    Nah the only worthless skank here is you Good job outing yourself	1
8970	nbs stfu hoe ik bout you	1
8972	    Perhaps Cory Booker selfidentifies as a hysterical woman	0
8973	Yes Brooke Give that bitch the hell she deserves I knew it would take her to slap that skank down  	1
8974	    I know Booker and Kamala Harris were vying for most hysterical woman at the hearing but were drowned out by the paid harpies being arrested	1
8977	  But if the shoe was on the other foot wed know who would be the most hysterical woman in the room	1
8978	Ladies want a task for your to do list today quit talkin to scared lil bitch ass dudes Some of yall need to respect yourself enough to tell them to figure shit out  either man up or stfu Real women aint got time for that shit   Cardi B	1
8979	The voices in your head arent YOU Theyre your parents Teachers Friends Idiots from TV Random weirdoes from TwitterYOU get to tell those voices when its OK for them to speak and when its time to shut the fuck up	0
8980	  well stfu then BITCH you coming to some yeen got NO BUSINESS being in You need to mind the business that pays you hoe	1
8981	Once a stripper always a skank an a  Y  a hole	1
8982	One of the biggest reason I never wanted to come out to my friends was bc I was afraid theyll think I have crush on them when Im just being a decent human being so I call them stupid bitch and a fucking hoe everytime I see them	1
8983	All you niggas saying no grown man should be this excited for a video game Go get you some pussy Bitch stfu We wait all year for the new k to drop as well as other games We get pussy damn near all year round You enjoy your life and let us enjoy ours beloved	0
8984	        Youre a SKANK Leave our house and country Take your corrupt parents with you Youre all cheap white trash	1
8985	Money cant buy you happiness but it can buy you pussy	1
8986	Real shit like stfu and eat my pussy since u care so much	0
8987	 teaching women how to wear modest clothes and looking unattractive will reduce rape WHAAAAAT 	0
8988	  Does it bother you that Jrs kids look at you and think So thats the skank who had daddys dick in his mouth while he was married to mommy She is disgusting You know they think it	1
8989	  Ann you are the funniest I think Corey B Is the most hysterical woman in the hearing for sure	0
8990	    I refuse to believe that you dont break into a pogo or skank whenever you hear One Step Beyond	0
8992	Happy Birthday you stupid fucking bitch I hope you slip and break ya neck hoe Grown to love yo lame ass  	1
8993	So over everything being called a fucking bitch ass whore daily when Im the only one that does anything takes care of  kids alonedone dont want to be here any fucking more Gone	0
8994	Both are dopes who cares who wins the Most Hysterical Women award Give it both they both worked hard for it and they both deserve it	1
8995	      I am proud to be a hysterical woman 	0
8996	  Hollywood is complicit in the rape and sexual assault of women for over  years	0
8997	  What a fucking cunt I hate seeing kids getting neglected and used as parents experiment So fucking sad I tell you if I ever saw this whore Id definitely hurt her	1
8998	Hysterical woman like  	0
8999	Nearly every woman I know has   in their feed sexual harressmentabuserape all of it  yes its heartbreaking yes theres much  do	0
0	Easyjet quiere duplicar el n mero de mujeres piloto Ver s t  para aparcar el avi n 	1
2	Yo veo a mujeres destruidas por acoso laboral y callejero Otras con depresi n debido a violaci n sexual o maltrato f sico Y conoc  a varias que se suicidaron por este tipo de comportamientos machistas Vas a seguir con tu show pobre 	0
3	  Yo soy respetuoso con los dem s s lamente les recuerdo lo que son Y si son escoria no es culpa m a     Claro que lo s   Por qui n me tomas	0
4	Antonio Caballero y como ser de mal gusto e ignorante a la vez Claro que no es lo mismo acoso sexual y violaci n pero hay varias conductas que componen la violencia sexual	0
5	  Cu nto hijo de puta sobra en el mundo	0
7	vos me haces eso te pego una patada en la cara 	0
8	  Detienen en Guatapanal motocicleta y nacional haitiano indocumentado 	0
9	  Llora te lomereces por zorra	1
10	Padres indocumentados realizaron una huelga de hambre para pedir ser liberados  	0
12	A Tomi Alegre JAKSKKSJSJ   C llate q tdv estoy de duelo puta 	0
13	    Callate gallina puta y cntala cmo quieras Bolso culo facil Jajajaaj hijooo	1
14	Albondigas Casi al estilo de las fodongas pero en el Gabacho	0
15	Todos   PPK presidente de lujo Per  no va al mundial  J  ilusos	0
16	El juez cita a declarar a la menor que denunci  abusos por parte de jugadores de la    	0
17	VAMOOOO LA PUTA MADRE SE LO MEREC A TANTO ESFUERZO Y HABER PASADO TANTOS TEL FONOS NECESIT BAMOS ESTE DESCANSO   EnMisPlanesMica	0
18	Pd a ver si cierran de una puta vez Tv que no s  todav a qu  servicio p blico ofrece para que merezca dinero de nuestros impuestos o solo hace da o que roben unos	0
20	Mira de vd estoy hasta la polla ya no aguanto m s tonter as	0
22	    Diappoler jajaja c llate Pepe ni o polla Si me han llenado de notificaci nes jajajajaja	0
23	 Mojigatas moralinas  Neta  Por estar en contra del acoso sexual y la violaci n en el trabajo	0
24	Si cualquier cosa es violaci n o acoso se minimizan la violaci n y el acoso Por lo tanto pierden las v ctimas de las mierdas que se dedican a violar yo acosar	0
25	Que divertido que consideres que una piba por estar con uno con novia es una zorra si mal no recuerdo tambien te habias metido con uno CON novia no hay que hacer lo que no nos gusta que nos hagan	0
26	Odio los viejos que se creen que se merecen todo hijo de puta t  lo que te mereces es una tumba	0
27	  Tu eres demasiado perra 	1
28	    El papapapartido imimimporta callate tartaja Come polla de madeira	0
29	    callate la puta boca gordo almagro	0
30	Es un gran regalo Y una polla un regalo aqu  no le han regalado nada Se lo ha currado much simo ya vale con las tonter as  	0
31	me saqu  un  en el final de biolog a para vos hija de puta q no me quisiste promocionar por unas cent simas EN TU CARA Y EN TU CANCHA	0
32	  Puteria y perico tambi n somos almas gemelas excepto que tu eres puta desde  l vientre	1
33	  eres una verdadera cagada puto mierda entre la mierda por eso a los putos argentos sudakas miserables se le aborrece por escorias como mico sorete mal parido	1
34	I added a video to a   playlist  El G ero Bastidas  Enigma Norte o 	0
35	      asi le digo a tu mami callate perra	1
36	  C llate y ven ya joder hostia puta	0
37	Dos amigos hablando Ra l q me das por mi mujer Nada Trato hecho	1
38	  Callate perra re despierta estoy	1
42	De esto que est s escribiendo y te preguntas lo callada que est  la perra Miras hacia atr s y te encuentras esto 	0
44	Querida t  eres una puta sin llenadero que dicen tus hijos de tu nuevo amor Sigues siendo su ejemplo 	1
46	C mo cuando est s bien prietita y te dicen g era jajaja	0
47	  tu eres la perra mas perra de las perras	1
49	  Maldito hijo de perra no s  por que no se fue por una puta letrina en su pueblo y se ahog  en mierda como lo merecia	0
50	  Ya callate pinche puta y celebra la navidad hija de perra	1
52	 El tiempo no existe La divisi n espaciotemporal es una invenci n del hombre por lo tanto  C llate hijoa de puta	0
53	  Ahora que me has faltado el respeto te lo puedo decir por fin  A fregar puta	1
54	Me mandan esta mierda Cultura de la violaci n en sus mejores pantallas ESCORIA Se puede hacer algo    	0
57	    Callate Ivan el Tonto No hay pruebas  Donde estabas hijo de perra cuando gente como bucaram Lasso  baqueros y oportunistas se comieron al Ecuador y se repartian en pedazos cuando no habia ni carreteras ni hospitales ni me	0
58	 Final Champions League  Libertadores y Sudaca  Tour Giro y vuelta   Wimbledon   Super Bowl 	0
59	  Tu eres una puta sentenciada y estas con concha en el congreso Mentiste en tu cv y a las justas terminaste primaria No te hagas la santa hipocrita de cuarta	1
60	     Distingues entre una violaci n o entre un acoso laboral o lo metes todo en el mismo pack Cuando te meten mano o te proponen en el trabajo no te ponen una navaja en el cuello T  eliges si es conveniente o no y de esa elecci n corre	0
61	          Co o que callados est is 	0
64	  c llate puta Aprende a hablar y blanqueate el hocico  	1
66	Calmados no se amontonenpinches nacos frijoleros pikense el culo  	1
67	  Cuando te conozca te pego un chicle en la cara a ver si te ves alg n d a bien	0
68	      tu eres gilipollas roncero Donde est  vuestra puta factor a	0
69	Como me matas cuando te mueves as  de lento siento todo el recorrido y la presi n de tu co o alrededor de mi polla acaricias mi pecho sientes mi respiraci n agitada me voy a correr nena 	0
71	 Porque la esatua de la libertad es mujer Porque se nescesitaba una cabeza hueca para hacer un mirador	1
72	Comemela XDDD y la cara tambi n    No nos pasemos  	1
73	    c llate perra de mierda culona	1
74	Lo peor es que luego los lees y estos simios deformados insin an que la mujer es malvada y una zorra muajajajaja en el fondo siento lastima por estos seres	0
75	  Jajajaja vos c llate puta	1
76	    Callate bobo hijo de puta bestia humana lacra asquerosa izquierdistas rateros mal paridos	0
77	Eso incompatible con ser moromierda o musulmono 	1
78	Este g ero anotando para mi pick de  Viva Dinamarca carajo 	0
79	no entiendo eso de ense arle la polla a cualquiera de verdad no le encuentro el sentido	0
80	Me obligan a tragar polla y me mean en la cara  	0
81	      LO MAS SATURADO ES VER MI POLLA EN TU CULO AGUJEREADO	0
82	    Si estoy de acuerdo A ning n hombre le pasar a por la cabeza que una mujer es puta por subir fotos semi desnuda Libertad y respeto	0
83	  Lo peor de todo es que t  eres parte de la culpa de la destrucci n de Venezuela hijo de la grand sima PUTA y encima sigues siendo chavista MALPARIDO ahora no se valen arrepentimientos tienen  a os llevando PALO y pasando roncha y es ahorita e	0
86	Justific  la violencia a los diputados diciendo que ellos fueron a provocar podes ser tan hijo de puta marcos pe a	0
87	  CALLATE PERRA LOCA CON METERTE CON LOUIS YA ES MUCHO  TE METES CON BARDERAS	1
88	Yo no te discuto como sacar una muela as  que c llate la puta madre	0
89	 para que se invent  el alcohol para que las feas gordas y canis perdieran la virginidad	1
90	Hay mujers inteligentes si Son hombres que se han operado de cambio de sexo Al rev s no	1
92	Me voy a pintar el pelo g ero para que Alfredo me quiera	0
94	Ayer me estaba muriendo de una perra infecci n en la garganta y hoy me la pel  ya estoy mejor 	0
95	  Y tu eres la amiga perra que me lo va mamar a espaldas de ella estupida	1
96	JODER ME CAGO EN LA PUTA QUE ROBO RAOUL SE LO MEREC A JODER  	0
97	Se lo ha ganado a pulso y ha sido muy comedido Ese musulmono o se lo piensa la pr xima vez O le dan otra mayor 	1
98	As  que t  eres el hijo de puta que se est  comiendo todos los  us Vente que vamos a hablar 	0
99	    with getrepost   besos de mezcal pa  el G ero  feliz viernes 	0
100	  JAJAJAJAJAJA El multitasking es lo de hoy Perra en Instagram emo en Twitter rid culas por Facebook y divas en WhatsApp todo a la misma vez y sin mezclar historias	1
101	      Callate la puta boca resentido y la proxima ves busquen vaselina porque no queremos hijo	0
102	 el desnudo siempre ha formado parte del arte  el arte es super relativo  callate la boca de una puta vez 	0
103	Si maltratas a un animal sos un hijo de puta y te merec s vivir de la peor manera	0
104	  Lastima callate zorra	1
105	  Merecias ser ahogado hijo de perra pero mildis	0
107	  Siempre te hago el aguante callate m a si perra	1
110	Mirna para algunas feministas celebrarle un vestido a una mujer es acoso ojo ah       	0
111	   habemos muchos hombres en contra del acoso eso s  no todos lo expresamos desde el prejuicio sexista Su respuesta se ganar  aplausos y likes de los bienpensantes pero en ciertos pasajes no representa m s que el extremo opuesto de la desastrosa columna de Caballero	0
112	Mujer B same una vez y te pertenecere para siempre Hombre Ostia Gracias por la advertencia	1
113	    Ay c llate perra	1
114	Llamar  mala puta  a una mujer es denominado  poema sat rico  Siento verdadero asco de o r leer y ver este tipo de ataques a diario a   en los medios proindependentistas Necesitamos m s que nunca     	0
116	   a os jugando a la Play le ense aron bastante Que hijo de remil puta	0
118	Apartas el tanga a un lado posas mi polla en tu co o y te dejas caer despacio meti ndola entera que placer me da sentir como aprieta tu co o durante todo el recorrido baja nena 	0
119	  Callate perra yo hago lo que quiero	1
120	me acaban aqui de ense ar al ni o polla o deberia decir PRINGADO DE LA VIDA Q LO UNICO Q HA HECHO EN SU VIDA indirectamente ES TENER UNA POLLA GRANDE QUE PUTO ASCAZO NI O	0
123	  T  eres mi perra  yo qu  culpa	1
124	acabo de ver a una se ora igualita a lupita d alessio y dije fue como OMFG IS DAT LA LEONA DORMIDA O NOMAS OTRA SE ORA G ERA	0
125	  JAJJAJAJ c llate perra  me lo dijo por otra cosa no x eso	1
126	EL ORGULLO QUE SIENTOES INMENSO SOS  NICO Te lo re mereces porque sos un actorazo de la puta madre 	0
129	  Vete a tomar por culo gilipollas tu Felipe tendr as q estar en la puta mina y c llate la boca Que no tienes ni idea aqu  en Espa a sigue estando la misma puta dictadura solamente que adornada con consumismo	0
130	  eres una basura de persona lo cual no me sorprende porque eres SUDACA y asi son los tercermundistas	1
131	Callate por zorra le dice Dami n jajajaja	1
132	Te ida del orto me dice el cara de artesan a prehisp nica Segu s siendo sudaca amigo por algo no podes irte a tu alemania natal 	1
133	En Ceuta hay una monta a que simboliza todo lo que ocurre a ambos lados de la valla PERFILADA en la roca con el busto 	0
135	 Aqu  es la oficina de atenci n contra el racismo Claro que s  p sele pinche indio prieto sarrapastrozo ahorita lo atendemos primero que pase el g ero	1
136	  el simio fuenlabre o al cual tengo que ver m s a menudo Eres un t o de puta madre y te mereces lo mejor del mundo Espero que en  te vaya todo de lujo y empieces por la puerta grande	0
137	  CALLATE QUE MA ANA NOS VEMOS PERRA	1
139	Me pone mal verte mal pero no por mi sino por vos LA PUTA MADRE TE mereces el cielo no te quedes en una nube sola	0
140	 manteros saltaron la valla en Ceuta el otro d a 	0
142	  Que te calles ya pesao ACEPTALO DE UNA PUTA VEZ Y dejalo ya en el pasado pide disculpas y ya conbio	0
143	  Lucas callate que no lees dm nunca la puta que te pario ahre	0
144	C mo me atraen las g eras 	0
145	pero callate puta no nos vemos hace meses y ahora que me voy me quer s ver ME CAES MAL AGUSTINA 	1
146	    Tu eres el gilipollas que no has tocado un libro de historia en tu puta vida y vas de listo sin saber de lo que hablas	0
147	 Esto podr a explicar el brutismo caribe o y el subsahariano  Habr  correlaci n  Extreme heat linked with reduced cognitive performance among young adults in nonairconditioned buildings 	1
148	Me encantaria darte unas nalgadas ricas    A m  me encantar a pegarte una hostia en la cara 	0
149	Porque las mujeres ven las peliculas porno enteras Porque se creen que al final se van a casar o algo	1
150	Porque andan llamando gata zorra o puta a baekhyun si es hombre manga de ridiculas	0
151	es una chinguita hacer tamales refunfu a mi sirvienta la di dora c llate o te van a salir agrios le digo bueno para qu  les cuento a ustedes fresitas que fueron a la universidad qu  van a saber de hacer tamales 	0
153	    Co o hay una GRAN cantidad de v deos porno amateur y son bastante buscados la verdad porque son chicas normales la gente se imagina su vecina su amiga etc Bueno pero  que tiene que ver Habl is del porno como tal no de sus cir	0
154	  No nos confundamos muchas mujeres posan de victimas de acoso solo con una mirada rid culas  estas se habr n comparado con lo que sufrieron las guerrilleras en las Farc por ejemplo	1
155	Venga si comemela xddd	0
156	  C llate puta Katy Perri de los xiniyos y nunca mejor dicho	1
158	  JAJAJAJAJAJA callate Mica zorra	1
159	      Uno mas imb cil dir shasta la polla ya estaba la gente con las payasadas de Alves y neymar	0
160	Si Dios maldijo a Eva porque se comi  una manzana imag nense lo que va a hacer cuando se entere de que andan de borrachas y de putas todos los fines de semana  LAMENTABLE	0
162	QUE NO SON NI LAS OCHO DE LA MA ANA CALLATE Y ECHATE A DORMIR EN VEZ DE HABLAR DE LA PUTA ESPICHA	0
163	  y   est n deseosos de ayudar a los moromierdas que llegan en oleadas a violar todas las mujeres y ni os que puedan Y oye si se legaliza mejor  eh      EL PROBLEMA ES QUE ESTO NUNCA LES PASA A SUS HIJOS Y NIETOS LASTIMA 	1
164	El Director General de la Guardia Civil recorrer  esta tarde la valla que fue asaltada en Ceuta   A BUENAS HORAS MANGAS VERDES 	0
165	  Tu eres zorra amiga jajajajajajajaja	0
166	ODIAME ERO AL MIRARTE A UN ESPEJO RECUERDA YO SOY AGIL Y ATRACTIVA TU ERES UNA PUTA CERDA	1
167	        Y estos son los hijos de puta que van a luchar contra la violencia que ejercen contra las mujeres Es que no me troncho porque NO TIENE NI PUTA GRACIA 	0
169	Lo malo del tema de acosos sexual que se da en TODOS lados  es simple  abuso f sico violaci n o coacci n son un delito  PERO El coqueteo insistente o torpe no lo es ni es la caballerosidad una agresi n machista  Pero la exageraci n sensacionalista es lo de hoy  no	0
172	De regreso al trabajo En cancha para Univisi n Deportes en el Am rica vs Veracruz  Se acab  hasta la melena g era Ah  nos escuchamos hermanos  	0
173	  yo se q soy la persona indicada para estos momentos no te lo mereces pero sos mi hermano hijo de mil puta ahi t hablo	0
174	Hablemos de la paliza al turista americano por manteros subsaharianos  esos que entran echando cal viva a la guardia civil   no mejor volvemos a lo de Franco que fue muy malo y evit  muchas checas y gulags si no llega a levantarse en esa an rquica Espa a  	1
175	  Callate que vos ni rollos tienes che puta	1
177	La introducci n de los discursos de disculpa de los acusados de acoso sexual este a o 	0
180	una chica dijo que no le gustaron los chistes sobre acoso y violaci n en el video de Rub n y esto le contestaban algunos de sus fans 	0
181	La zorra se queda callada porque sabe que mi combo es puro power 	1
182	  comemela hso y si cojemos ahi nomas no pasa nada ahre	0
183	  C llate que la que clava el visto sos vos Zorra 	1
184	  comemela lindo JAJAJA	0
187	Te puedo tener todo el respeto del mundo pero esque con una puta voz que me des ya no te lo mereces Entenderlo respeto por respeto	0
189	    C llate zorra priista	1
190	Mira   en un futuro busca trabajos en los que te quieran pORQUE NO MERECES ESTA PUTA MIERDA DE TRATO	0
191	Transparencia Venezuela Cuando un indocumentado pasa de reposero y chocador de autobuses del metro a manejar la pol tica econ mica del pa s que hugo ch vez ya hab a destruido tenemos el resultado de la Vzla completamente destruida	1
192	Ultra pendeja este ciudadano com n teatro le bajo pelotudis esposelo y  horas al calabozo   Vago indocumentado 	1
194	Muchas personas creen q una mujer es abusada o acosada por ir muy descubierta pero yo he visto acoso a mujeres por lo contrario tambi n mujeres cuya religi n o creencias son otras y son acosadas por eso Eso demuestra q hay un standard t cito d mujer y q se espera sea cubierto	0
195	JACKIE Y HYDE MERECIAN ESTAR JUNTOS LA PUTA MADRE QUIERO ROMPER TODO	0
197	 BUENO Y TU ERES UNA PUTA ARRASTRADA Laidy G mez carg  contra Guanipa y lo tach  de divisionista  v a  	1
200	cuando no tengo a nico mi novia es mi perra 	1
202	El acoso sexual empieza a destaparse en la industria musical poderoso magnate acusado de violaci n por varias  	0
204	No puedo con lo que dice la canci n de  que perra mi amiga  y t  eres perra l drame 	1
205	  No todos tenemos tus ma as zorra	1
206	  Deja de provocarme maldita perra	1
207	Joder Nagore c llate de una puta vez pesada de los cojones ay dios la odio por qu  tan tonta diooos espero que no me denuncie y vaya a la c rcel por esto Nagore vete a llorar al Deluxe por tu nariz  	0
209	Que cuza antes la calle una mujer inteligente o una tortuga vieja Una tortuga vieja porque las mujeres inteligentes no existen 	1
210	Pero imbecil no ves que no haces reir a nadie jala bolas callete quedate como muerto escoria 	0
211	  C MO QUE TE FOLLAS A UNA PERRA Y OLVIDAS SU NOMBRE S  beb  me gusta mucho tu ingl s podr as ense arme un poco	1
219	  O el de los flacos cuando te vienen a decir de todo o sea si tu novia es una zorra problema de ustedes no mio	1
220	        Callate puta	1
221	La falsa portada de la falsa revista dice Pop Singer Puta  no hubo imaginaci n ni para inventarse un nombre que rimara con Britney Spears  Linsdsay Steers Whitney Beers Shitney Shits	0
223	 Qu  actor pudo ser un gran   g ero en el Universo Extendido de DC Checa nuestro video y ent rate de nuestras opciones  	0
224	   noo callate perra que estoy buscando algo para poder dormir jajaj	1
226	Hay racismo cuando no creen que soy su hermana porque soy g era     	1
227	Si lo que esta sosa busca es provocar lo consigue Es muy zorra 	1
228	igual posta odio los pies capaz tenes pie feo y me jodes apoyandomelo en la cara y te pego un hachazo	0
230	        C llate Perra mal parida de Juan y kim no hables	1
233	Los que asaltaron la valla de Ceuta con lanzaLlamas y con cal viva    Tambi n son victimas 	1
234	Confundes reina con zorra pf C llate antes de que te arranque la peluca	0
235	    Te mereces quedarte sin nada Tu crees que si a la mujer que yo quiero le llamaran puta yo no me iba a levantarY ADEMAS QUE MAS DA SU TRABAJO VAMOS A VERERES UN COBARDE Y UNA MIERDA DE TIOQue decepcionmas vale quedarte	0
236	es una puta gilipollez alarmarse asi enserio que hay de malo no esta desnuda no tiene nada que ense ar por que tanto revuelo Para eso puedes poner ropa a tu pj si tanto te molesta verle desnudo un poquito de logica	0
238	  Ya ni me hables de esa escoria aunque no todos son malos	0
239	      Tu no te mereces q yo me esfuerce en poner ni una   coma para q te ahogues al leer  	0
240	    Bobo hijo de perra usted cree que va a ense arle a Messi o llega a aprender del m s grande	0
241	  comemela tu a mi mamon XDDDD	0
242	La mina tambi n bastante puta Onda la que esta de novia es ella no el  	1
244	Hola soy TraedRuffles tu novia es una puta me acabo de pasar el Tekken con Casemiro re dme las gracias por favor	1
245	Desbloqueme dale zorrita Sabes por qu  te cagu  a palo Por puta te merec as la cagada a palo Lo que uno tiene que escuchar en la calle	1
246	    Tu eres mio puta y te callas cabron	0
247	Me gusta machin mi pelo largo y g ero 	0
248	tells my grandma me and Daniel are fighting  ayyyyy pobrecito mi hijo t  eres la perra desgraciada  	1
249	  te lo mereces x no bailar conmigo ayer pedazo fe puta	1
250	  No puedes con ese papel para ser SANTANA se requiere ser una PERRA desde nacimiento y tu eres demasiado Quinn Fabray es decir mosquita muerta  	1
251	  jajajajajaj soy imbecil tremeno acoso a tu tuiti pobre ajajajjaa yo  	0
255	  callate se me ve perfecta perra	1
256	        Callate hijo da puta	0
258	  abusaba de  l es una zorra merec a morir	1
259	 Qui n les ense ar  a los hijos fe puta a ser hijos de puta	0
260	Os hab is dado cuenta de que podr ais pintarle una polla en la cara a un vampiro dormido y se pasar a meses con ella	0
264	Todos los pueblos TODOS Tienen Dcho a la LIBREDETERMINACI N  Que a estas alturas tenga que aguantar a un Chileno indocumentado que  viniendo de donde viene pretende negarme mi leg timo Dcho a la LIBREDETERMINACI N es el ACABOSE El colonialismo de proximidad tb se acaba	1
265	ALLANARON la oficina de Thomas ex de EBY en la propia Central A nuestra CGR nunca dejaron entrar porque es bilateral    sin ver papeles y ahora se destap  esc ndalo de corrupci n Van a seguir igual con este FATO FEROZ   y   	0
266	feliz cumplea os franchute moracrema   	0
267	  se or presidente me robaron los tapones de mi auto A las afueras de suburbano de lecher a  Llegu  entre  pm y hab a combis y el indocumentado de labios prominentes El cual ya he visto como roba autopartes y las patrullas no hacen nada Hoy me toc  a m 	1
268	    T  lo lo  nico que te mereces es lo que comes puta bafofia a parte igual tambi n dos ostias a ver si espabilas	0
270	  Como escuece perro Vete a chuparla a Artur M s o a tu Puta madre ya y callate	0
271	Cuando Albiol deje la pol tica le pueden contratar como director de Okdiario porque lo de inventarse cosas y difamar se le da de puta madre	0
273	  oNuevoEnCombate zorra callateeedd 	1
274	  Pelotuda deberiar juzgarte x abandononde persona Hija de puta no mereces tener hijos Ojala sigas siendo una gorda pedorra	1
275	El g ero de fiesta jajaja el problema no fue animarlo sino despu s calmarlo   	0
276	ESTOY ENAMORADA DE COMO SUENA LA VOZ DE CAMILA EN CROWN ESTA MUJER ES ARTE LA PUTA MADRE	0
278	DEJA DE TUITEAR HIJA DE PUTA ESCUCHA LOS ARGUMENTOS QUE LUEGO TE VAS A QUEDAR CALLADA FUJIMIERDA DEL CARAJO 	1
280	        Y tu eres mi esposa ve a la cocina zorra v	1
281	me puse un vestido con escote y mi mama dizque preciso hoy le da por vestirse como zorra jajsjajs tan linda ella como siempre	1
283	ajsjsjdks mi mam  me vino a ense ar su delineador y yo que perra que perra que perra mi amiga y se ENOJ  wtf gabriela es buen plan	1
284	Solo los putos chairos ignorantes y los sudacas resentidos pueden idolatrar a un personaje tan deleznable  Ez el inperio yanki kiere el petrolio de Venezuela	1
285	Mi hermana est  escuchando la puta BSO de Guardianes de la Galaxia cuando vence Star Lord a Ronan LA ESTOY ENSE ANDO BIEN	0
286	Por violaci n y Acoso sexual 	0
287	    Puta el weon hincha pelotas Criticas a   por su programa pero tu eres panelista en Primer Plano EN PRIMER PLANO PO WEEEOON Chanta	0
288	    Porque no tiene la menor empat a con v ctimas de acoso ni de violaci n y porque defiende un derecho autoinventado del hombre de hacer con las mujeres lo que les d  la gana	0
