	text	Task1
1959	la calle es una zorra pero baby tu eres m s por eso cu ndo llego me vuelvo a enamorar	non-sexist
1961	Me averg enzo debser hombre por lo tan hijos de la gran puta que pod is llegar a ser os merec is lonpeor del mundo que os maten lentamente y sufr is hasta moriros   OSMATENATODOS 	non-sexist
1962	  Te lo mereces perra asquerosa	sexist
1963	Las Supernenas de T nger sin velo y con minifalda Tres j venes marroqu es luchan contra el acoso sexual 	non-sexist
1964	  C llate puta No me doy cuenta no me da	sexist
1965	  maldita tu eres puta o das el culo gratis o aceptas cesta ticket	sexist
1968	Mentiras que se le dicen a una mujer Te quiero Eres la unica en mi vida Estaba con mis amigos Sigue chupando que yo te aviso	non-sexist
1969	Esta chica es m s puta mi mama 	sexist
1971	TIENE DENUNCIAS POR ROBO  Y LAS DE ACOSO DONDE EST N TE LO MERECES POR LO MIERDA QUE FUISTE TODA TU PUTA VIDA NO PUEDO DEJAR DE RE RME JAJAJAJAJAJAJA	non-sexist
1972	  Hijo de puta Espero q me leas tu eres el q tiene q estar preso rata maldita pronto t llegara la hora Espero y te quedes a afrontar tus actos como hombresito si es q lo eres y no sales huyendo hdp	non-sexist
1973	Nombre a buena perra hora se le ocurre a mi hermano mayor ense arle a manejar a mi otro hermano adi s mundo cruel	non-sexist
1974	      Es que aunque no lo creas responder eso suena a no llevas raz n c llate la puta boca porque no quiero escuchar una verdad aunque no sea lo que quieras expresar	non-sexist
1975	Raoul no se merece estar nominado se merecia estarlo la semana pasada y hoy en la puta calle gracias    	non-sexist
1976	JAJAJAJA te lo mereces perra 	sexist
1977	Madura colombiana quiere leche en la cara    as tetillas come mi polla chupar las pollas comiendosela chupa la verga comiendome la polla chupa gargantas chicas 	non-sexist
1978	A esta guarra le gusta ense ar el co o       	sexist
1981	  C llate puta que voy a ir ese d a y te va a caber	sexist
1982	    Puta que te CAGARON Y yo creo que t  eres un burgu s que se cree revolucionario Pero a la hora de los qui hubo terminas votando por la NM Ojal  alg n d a te toque ganarte el sueldo se siente bien  Boric al igual que	non-sexist
1983	      Es que la puta libre lucha denuncia la explotaci n sexual No tiene nada que ver Por la explotaci n laboral en la industria textil vamos a abolir la industria textil No Vamos a perseguir la explotaci n	non-sexist
1985	Fui buena con un mont n de personas que no se lo merecian a partir de hoy voy a ser mucho m s hija de puta con todos	non-sexist
1986	 Puta que bueno que me ense aron a tocar la flauta en la primaria me ha servido un chingo en mi vida  Nadie nunca en su perra vida	non-sexist
1987	Menudo osti n que se lleva el moromierda  	sexist
1988	NO compres a los manteros NO pagan impuestos SE acercan de forma intimidatoria PUEDEN llegar a ser muy violentos DESTRUYEN nuestros comercios VENDEN productos de mala calidad EST N indocumentados en gran parte LA deportaci n es la  nica salida	sexist
1990	    QUE ZORRA TE MERECES LA MUERTE	sexist
1993	  Este se or es imb cil de la polla	non-sexist
1994	  Tu eres divina y perra tambi n JAJAJAJAJJAAJA	sexist
1995	Amo el gabacho 	non-sexist
1996	Y despues hablabamos de lo que paso en eeuunosotros tambien tenemos nuestro Homeland sudaca 	non-sexist
1997	  C llate zorra	sexist
1998	Comentario ESCATOL GICO Si no hay papal del culo deben abstenerse de acercarse a la valla de Melilla al menos hasta que los lindos negritos visitantes est n ESTRE IDOS 	sexist
1999	    Ya est  la ni a del exorcista diciendo tonter as Has visto lo que a hecho la guarra de t  hija	sexist
2000	La Gendarmer a fue directo a provocar son unos hijos de puta Hay que bajar a este gobierno de mierda	non-sexist
2001	  callate zorra me amas	sexist
2002	    C llate re concha de tu madre hijo de perra con caca      	non-sexist
2003	LOCO LA PUTA MADRENO TODO TIENE Q VER CON MI NOVIA ES LA LETRA DE UNA CANCI N	non-sexist
2007	  C llate perra t  no estuviste ah 	sexist
2008	  Callate zorra si a vos te gusta estar con todos	sexist
2009	  te hice un dibujo pero la verdad me da puta pena ense arlo xD Es horrible xDDD	non-sexist
2015	    Diego me caguen tu puta madre callate ya ostia puta me caguen diso	non-sexist
2016	La   leer  un manifiesto el s bado para mostrar su repulsa a la violencia y contra los abusos sexuales al hilo de las denuncia contra tres de sus ya exjugadores uno de ellos berciano    	non-sexist
2018	Qu  puta rabia la gente tan descarada conchuda no merec s ni puta mierda	non-sexist
2020	Hay un hijo de puta llamando a ofrecerme trabajo de scort de casa de citas y un poco de tonter as Es una estafa	non-sexist
2022	  Eso es acoso y provocaci n	non-sexist
2023	Ense ar Tampax llenos de sangre en una red social no es ir de moderna es de ser una guarra fracasada de la vida sin verg enza alguna hijas de puta	sexist
2024	    Esa zorra se merecia todo lo que le pas  De hecho en la parte del juego donde tenes una cita con una de las dos a mi me aparecio Tifa Chere playing otomes even if its not an otome	sexist
2026	  su cuenta ser a un constante C LLATE ESCORIA  com muchos  y mayusculas	non-sexist
2027	    C llate subnormal pero de una puta vez deja de llorar no fue penalti xq Isco estaba en fuera de juego pero Dios como pueden ser tan jilipollas y subnormales estos t os admitid que se acab  la flor de Zidane cojones hijos de puta	non-sexist
2029	Tobias c llate la puta boca cuando suene la intro de Ritual esa guitarra llora para que le escuchen bien	non-sexist
2030	Mira ya me tienes hasta la polla con tus tweets abasurdos si te dicen bloquealos y ya callate lanputa boca por que macho erea una toca cojones   si tan madura eres puea deberias saber que ignorar es la solucion a los problemas	non-sexist
2032	Aseguran al  G ero  y a sus c mplices por robo en un establecimiento 	non-sexist
2033	  Tu eres mi perra cierto	sexist
2034	  Jajajajajaj zorra imbecil mi idola	sexist
2035	    Las hijas de puta no son conscientes que se les va a acabar ense ar las tetas en capillasmezquitas robar desnudas ni os Jes s procesiones del PUTO CO O	sexist
2036	 subsaharianos atacan en Espa a a las fuerzas armadas Italia debe abrir sus barreras 	sexist
2037	  Callate cara d perra	sexist
2038	Video discriminaron a una ni a sudaca en el metro de Madrid 	non-sexist
2039	Miki nadal callate la puta ducha de los cojones del papa	non-sexist
2040	QU  HACESSSSS COMO QUE VETE IMBECIL QUE TE PEGO	non-sexist
2041	    Comemela perro pa que hables de otros equipo payaso	non-sexist
2042	  c llate puta herniosa que est s chocheando ya con la ci tica jajjaa te jode ME ALEGRO jajaj j dete jajajajaja J DETE me oyes J DETE JAJAJAJAJAJAJAJA este es mi regalo de Santa jajajajaj j dete jajajajaj te duele malegro deber a dolerte m	sexist
2043	Con todo lo que esta entrando por la valla de Ceuta y Melilla le recuerdo NO llaman a la puerta ni piden por favor entrar Vienen a invadir e intentar destruirnos y aniquilar nuestra sociedad ayudado por los pijos progres   	sexist
2045	      mmmmm ese es el argumento c nico que usan algunos para justificar una violaci n o acoso	non-sexist
2046	Cada vez me gusta m s mi cuerpo que pasasoy una guarra por ense ar las piernas una provocadora por una foto en toalla el problema no es m o publico lo que me gusta	non-sexist
2047	Pues para decir esa puta mierda c llate Joe  	non-sexist
2048	  Callate la boca vieja loca ven lame mi axila perra	sexist
2049	Otra puta vez ense ando prioridades	non-sexist
2050	  callate de una vez perra en celo	sexist
2051	  nono claro que no callate q mientras tenga alcohol vos tragas perra	sexist
2052	  Kyc el ocico Si es ridiculo pero te lo mereces pinche zorra D	sexist
2053	No se necesita ser rico se los juro Por supuesto como en todo hay un poco de suerte y s  se requiere de planeaci n pero oigan si van a hacer una maestr a es porque ya aprendieron a planear Un consejo dejar de pensar en el gabacho y las metr polis nada m s 	non-sexist
2054	Me ca  en las escaleras del metro g era pendeja win	non-sexist
2057	  Callate y ponete a estudiar zorra	sexist
2058	    OJETE HIJO DE PUTA MARICON LAMBE HIEVOS RATERO MANTENIDO ESO ERES NO MERECES NADA	non-sexist
2059	 Qu  es una mujer encima de una vaca Una vaca de dos pisos	sexist
2060	  Te pones bien cachonda hija de tu puta madre ahkkkk Te amo maaaaaaaaaas Ya lo sabia ahk Y tu eres mi puta favoritaaaaa 	sexist
2061	Esta noche se sale de fiesta Si alguno pretende ligar con alguna mujer ya sab is el dicho S bado sabadete un polvete y al garete	non-sexist
2062	    La puta madre Dami n c llate jajajaja	non-sexist
2063	  T  eres subnormal ya te dije que ni puta gracia	non-sexist
2065	  eres un imb cil de mierda nos tienes envidia pq somos la polla es eso verdad metapod lo sabia	non-sexist
2066	  Opaa jajaja comemela entonces ajajaj	non-sexist
2067	Las becas son para los morenos si eres g ero seguro nom s es que eres amarrado	sexist
2068	  CALLATE QUE LO  NICO QUE NO TE HAGO ES LA TAREA PERRA DESPU S SOY UN A M O R	non-sexist
2069	  No mereces mi amistadabputa perra olvidadora	sexist
2070	  Si te molesta que te miren raro es culpa de tus complejos y la unica opcion es adelgazar Y si no te molesta seguiras con tu vida	non-sexist
2071	Los putos   envenenan a los perros y exigen su prohibici n Mi perro es m s limpio que cualquier piojoso de estos   	sexist
2072	La ropa de los indocumentados es cada vez m s horrible me dan pena chabon los colores los modelos todo asqueroso	sexist
2073	  Te sabe a fanta   El qu   Mi polla en tu garganta   claro y antes la metes en una naranja por qu  no 	non-sexist
2074	Estoy de Catalu a y de los catalanes hasta la polla por culpa de los independentistas dicho esto ICETA PRESIDENT	non-sexist
2075	Ni perra  ni puta ni zorra nada de esa mierda LA MUJER ES MUJER Y SE RESPETA ASI TENGA MIL NOVIOS Y SE DIVIERTA CON ELLOS COMO SE LE DE LA HPTA GANA  Y	non-sexist
2076	Las rid culas de mi TL que juzgan qu  es o no acoso mientras ellas no lo experimentan Midan con su feminist metro en otro lado BAI 	non-sexist
2077	hay santi el no se la robo ella se fue encantada ya para de llorar por esa zorra que ni se lo merecia  	sexist
2078	  Ni t  eres perra ni yo soy un gato	non-sexist
2079	  Me apunto para ense arle a volar a ese hijo de puta	non-sexist
2082	Tu peloteo es ridiculo para ti un latinoamericano siempre ser  un sudaca o panchito nunca lo trataras h consideraras de tu nivel 	sexist
2083	Cc tu novio es g ero y le hablan en ingl s 	non-sexist
2084	  Dan ganas como de tirarle con todo el patriarcado encima a ver si reaccionan y el man un imb cil y la vieja escoria	non-sexist
2085	  Mira Ethan voy a putear a quien merezca ser puteado sea k M o x y pero estos hijos de puta avala el roban pero algo hacen eso nos transforma en un pa s de mierda y no por el pa s sino por la gente y estos enfermos de mierda avalan todo	non-sexist
2086	  zorra CALLATE te mato	sexist
2087	Ya pinch  puta c llate	sexist
2088	PERO CALLATE HIJO DE PUTA A VOS TE TENIAN QUE CAGAR A PIEDRASOS AYER NO A UNOS PPBRES POLICIAS QUE NO TENIAN NADA QUE VER      	non-sexist
2089	El arbol este es un pesao por que tiene bigote   C llate la puta boca y disfruta del best gaem 	non-sexist
2090	Muy bravate rompen tu madre y te escondes en la falda de tu madre pero para andar de zorra si muy grandecita  no Pobre chiquilla pendeja 	sexist
2091	Este hijo de puta me despabil  Callate Iglesias impresentable	non-sexist
2092	    Cobarde hijo de tu puta y gorda madre quisiera tenerte a frente para ense arrte a ser hombre  eres tan cabron y marica como tu novio muerto chavez y tu gordo madur  basura cond n usado tu madre te pari  por el culo y tu papa fu	non-sexist
2093	Siempre ser  fan de los taquitos sudados del g ero	non-sexist
2094	Mal nacido retorcido lameculo de los gringos tu eres una mugre Eres igual de hijo de puta que Arana 	non-sexist
2095	      C llate puta lesbiana peronista	sexist
2096	ES AGUACATE MALDITOS SUDACAS	sexist
2097	Lo m s que me gusta es que t  eres bien puta y te trepas a la cama con retros	sexist
2098	  C llate vos porque ya est s casada maldita perra	sexist
2099	    Ya c llate pinche perra	sexist
2100	la pedroche que buena est  y que feminista es pero la chica de tu barrio que lleva escote y falda pa salir de fiesta es una guarra	sexist
2101	 Que hace una mujer en una habitaci n redonda  Buscarle las esquinas	sexist
2102	  no mereces entrar a mi choza perra	sexist
2103	hoy en el curro le he montado un pollo interesante a un ni ato al que le estoy ense ando soy un hijo de puta a veces sip	non-sexist
2104	  A mi ponme la polla en la cara y ya veremos quien no ve nada	non-sexist
2106	  Hijos de putate mereces lo peor del mundo junto con los desgraciados que te rodeanladronesmalandros	non-sexist
2107	Esto es algo de lo que quiero hablar porque sinceramente me da mucha rabia que pens is que una mujer es una guarra por ir vestida de  x  manera o por hablar de tal otra	non-sexist
2108	  dej  de provocar hijo de puta porque cuando se de vuelta la tortilla te vas a arrodillar llorando pidiendo clemencia y la presidencia del Bazofi	non-sexist
2109	Quiero que el pibe me diga   tu eres mi puta la mejor que mama   jaaja ahre	sexist
2110	  Como t  eres enorme una grande la puta ama joder dios	non-sexist
2111	      Como no te mato por hija de puta y por puta provocadora  perra  mereces la muerte sucia HDP	sexist
2112	  El acoso es culpa de los hombres ustedes deber an de poder vestirse como les venga en gana no es no y punto	non-sexist
2114	El negocio del Opel arms y George Soros que   autoriza 	non-sexist
2115	Verg enza de tanto indocumentado a favor de la jaur a de lo pol ticamente correcto La sentencia contra Juana Rivas es machista Si es un hombre quien lo hace y la condena el doble no ser a hembrista sino justa Dan mucho asco estos pol ticos juezas y tertulianoas	sexist
2116	 Qu  se tienen que poner las mujeres en los hombros para estar atractivas Las rodillas	sexist
2117	Espero que este a o merezca la pena Porq parece que  termina de puta madre para lo que ha sido 	non-sexist
2118	    hijo de perra no me estes hablando asi tu eres mi puta	non-sexist
2123	  SON UNOS HIJOS DE PUTA SARAH SE MEREC A SER UNA ARQUITECTA 	non-sexist
2124	     Ser  broma no  Estas relacionando algo tan grave como los casos de acoso o violaci n con la etnia religi n o preferencia sexual de una persona	non-sexist
2125	    Si era tan buena no estar a preso por ABUSO ACOSO VIOLACI N A UN MENOR Que pague para que aprenda el y sus seres queridos	non-sexist
2126	      Psss hoy vamos y como tu eres una puta te voy a regalar un trago	sexist
2127	  vos sos la zorra callate mayra n te banco	sexist
2128	No puedo creer que reci n me doy cuenta de lo hija de puta que era con personas que no se merec an mi mal car cter	non-sexist
2129	    Puta mierda Ben affleck es actor que se deje de tonter as y que vaya m s al gimnasio que anda que no est  gordo	non-sexist
2130	    Que gente mas pat tica si quieren ense ar la polla que lo contraten en un puticlub aqu  en las redes NO  pat tico  rid culo	non-sexist
2131	  C llate perra nunca m s nos juntamos 	sexist
2132	  Pero la mujer es igual de puta que el porque lo sabia y no dijo nada ojala les pase lo mismo con su hija aver que les parece	sexist
2133	Los gringos ya nos descubrieron Saben que mandamos indocumentados a Arizona Texas y California con el fin de colonizar y recuperar esos territorios FU ampK	sexist
2135	    CALLATE GORDA PUTA CONCHA SUCIA MAL TE IDA	sexist
2136	  Y t  eres la Ana Guarra robachicos	sexist
2137	  NO TENGO AUTOESTIMA LA RE PUTA MADRE CALLATE	non-sexist
2138	  T  eres hijo de puta no de Dios	non-sexist
2139	  Callate estoy en depresi n estoy llorando pinche zorra	sexist
2140	  Hay que ser uno un Hijo de Puta   para inventarse esas mentiras La incompetencia del Payaso Bebe en el Ministerio de Defensa no se tapa con mentiras y menos con el dolor ajeno	non-sexist
2141	  Anda a la puta q te pario Quien te pensas q sos para ense ar a la militancia Te la das de sobradora encima jaja  En breve terminas como sanguchito Bossio	non-sexist
2142	Y yo atorado en el tr fico claramente tu eres la perra de esta relaci n 	sexist
2143	  callate guarra	sexist
2144	Eres una perra pat tica Tu co o apesta y tu cabeza es wack Est s enojado porque le diste la cabeza y te dej  perra	sexist
2145	YA CALLATE HIJO DE TU PUTA MADRE TENGO COSAS QUE HACER Y QUIERO DORMIRRRR PARA EVITARLAS	non-sexist
2146	Hoy mi hermana me dijo  Ya callate perra latosa tiene  a os ya no se que esperar de este mundo	sexist
2147	Que dif cil decisi n quedarme con mi cabello g ero o cambiarlo 	non-sexist
2148	NINGUNA MUJER ES PUTA  	non-sexist
2149	  Qu  CO O es eso    No la camisa de fuerza no	non-sexist
2150	Cuanto hemos de aguantar y esperar para pedir de forma MAYORITARIA y pac ficamente como dicen los   la DIMISI N INMEDIATA de    	non-sexist
2151	  callate pinche perra tragacroquetas	sexist
2152	  C llate perra hasta el casino te controla	sexist
2153	Si lo hace un hombre es acoso si lo hace una mujer es un chiste La guerra de la izquierda contra los hombres 	sexist
2154	Me quiero dormir y el vecino de aca puso musica para toda la cuadra encima canta Callate hijo de puta quien te mintio y te dijo que cantas bien	non-sexist
2156	La que dijo me encargar  de que tengas hijos de puta tranquila Dios te preparar  tu sitio donde merecesaqui y ali	non-sexist
2157	No te mereces ni el aire que respiras escoria	non-sexist
2158	Hay muchas mujeres que siguen calladas y con miedo a perder su trabajo Norma Cardozo v ctima de acoso en    	non-sexist
2159	  Quer a ense arle la polla a una t a y ha terminado vi ndola todo Twitter	non-sexist
2161	  Obvio que intentas hacer ah  una  y no te ha salido a quien le preguntes sabe que t  eres la zorra	sexist
2163	Follar esta bien y mola pero no dejes que tu co opolla controle tu vida	non-sexist
2164	Abogada Elsa Martinez siempre manteni ndote informado 	non-sexist
2165	Ahorita estar amos viendo alguna de mis series raras en Netflix mientras pegamos nuestros cabellos g eros pero como siempre Nel pastel carnal	non-sexist
2167	  nManterosBcnPdV Soy partidario de ayudar a la gente sin papeles pero se est n aprovechando de nuestra solidaridad Lo que faltaba por ver agredir a turistas y policias La  nica manera que nos obligan hacer es mantero sin papeles mantero a su pa s	sexist
2168	I want to write you a song se merecia mas y la puta madre la letra es lo mas hermoso y la melodia es paz total la concha de la lora SE MERECIA MAS	non-sexist
2169	    Callate puta A esa mierda la insulto cuando me da la gana Y suerte que este podrido porque se lo samparia en la cara	sexist
2170	    Hay de viejos a viejos pero tu eres un viejo pendejo escoria de la sociedad	non-sexist
2171	      Pues aki tenemos a los nietos y tataranietos de un genocida viviendo de puta madre	non-sexist
2172	Cuando dec s que una mujer es guarra en la cama me la imagino lanz doos caca y haciendo pis en vuestra cara y me r o mucho	sexist
2173	me muero por decirte que te calles la puta boca de una puta jodida vez pero voy a pasar	non-sexist
2175	Acabo de recordar que anoche so  con mi futuro jefe porque el gabacho se despidi 	non-sexist
2177	Tu puta madre pinche chamaco mejor c llate	non-sexist
2179	  C llate sorete buscan un muerto hijos de puta ojal  se te muera tu mascota en navidad	non-sexist
2180	Con todo y sin todo el respeto que me mereces que pinche puta buena estas 	non-sexist
2181	Prefer an enfrentar los peligros de regresar a su hogar antes que ser encarcelados en estas condiciones se al  la organizaci n que tambi n demand  a la polic a migratoria ICE 	non-sexist
2182	      CALLATE TU HIJO DE PERRA ay las mayus	non-sexist
2183	si alguien tiene la imagen del pokemon ese bailando con el machupichu hoy no cobras tirititirititiritiirii que la ponga	non-sexist
2184	  Esto no puede ser ni puta verg enza tienen estos jueces	non-sexist
2185	  Callate viejo pelotudo culo roto cheto de cuarta hijo de puta cipayo Aguante el pueblo la concha puta de tu jermu hermana tia abuela e hija la puta que te pario	non-sexist
2187	  Uuiifffff me encanta c mo me gustar a follarte bien tu co o y culo	non-sexist
2188	    Pablo callate de una puta vez Te has ganado otro strike	non-sexist
2189	  Estos personajes consiguen sacarme las pasiones m s bajas Me encantar a que terminara en la puta calle	non-sexist
2190	  Que se te pegue mi polla en tu culo avers	non-sexist
2192	    No seas hijo de puta Nu o seg n tu eres representante de la educaci n puto viejo chismoso chupate mi verga	non-sexist
2193	Baby tu eres de verdad ninguno de esta puta son genuina Son como las louis v feca echa en china	non-sexist
2194	Los sin papeles te roban el trabajo 	sexist
2195	 No jug  Estados Unidos o que A las gabachas no les pueden ganar me sorprende 	non-sexist
2196	VAMOS LA PUTA MARE VAMOS VAMOS SE LO MERECIA VAMOS DIOS COMO SUFRI LPM ENV A BAILA FLOR AL 	non-sexist
2197	  Mami ellas son pendejas t  eres fabulosa l ase en tono de soy bien perra	sexist
2198	    Que murmullos ni que hpta Callate futbolera hijo de puta no estes sapiando peorra Que no sabes ni mierda   es quien contrat	non-sexist
2199	feliz a o zorra te amo imb cil   	non-sexist
2200	Poes a Orgasmos S banas revueltas Mi polla en tu cara  He dicho ya orgasmos P same otro gramo Que voy t  jamao   a	non-sexist
2202	  Pero qu  tonter a A m  me ense aron la del PSOE todo era una puta mierda chavales hasta que lleg  Felipe Gonz lez y lo arregl 	non-sexist
2203	Hay q entender q este imb cil y todos los q lo repiten llevan cuatro a os chupando polla madridista es normal q ahora salgan del armario paciencia volveran como ratas a esconderse 	non-sexist
2204	  si pero callate zorra	sexist
2206	    Callate perra jajajajajajajajajaja	sexist
2207	Aqu  Pedro hablando de solidaridad mientras sigue sin referirse a ls  guardias civiles q resultaron heridos tras el salto a la valla Ceuta 	non-sexist
2209	  Jajajajajaja lpm Callate que vos sos la zorra n mero 	sexist
2210	necesit  una monita prieta con cabello g ero	non-sexist
2211	    Hijo de puta tu puta madre Aprende a leer y luego lee mi comentario de nuevoy entonces me dices donde digo yo que est  justificado He dicho que eso explica que algunos se vuelvan locosQue no es lo mismo En cuanto al f	non-sexist
2212	    CALLATE perra mu rete de hambre 	sexist
2214	 nete a SEMEN 	non-sexist
2215	Me levant  de malhumor cc Hoy no esto pa esto C llate la puta boca 	non-sexist
2216	  la puta c llate nomas	non-sexist
2218	  No solo eso sino que hay miles de denuncias falsas de acoso y de violaci n y escraches arruinando la vida a hombres inocentes  Cu l es el motivo de la marcha  Brecha salarial no existe Eligen distintas carreras Y es mas en algunos casos 	non-sexist
2219	      C llate brazuca hijo de re mil puta 	non-sexist
2220	Yo tengo un pana que su novia es tan puta que en vez de ponerse condones antes de chingar deber a tomar antibi ticos	sexist
2221	Qu  es un partido doble mixto de tenis Un single de hombres con obst culos	sexist
2223	  Me voy antes de que Joey empiece a llamarnos zorras a todos C llate zorra	sexist
2225	  Alancito Jajajajaja puta de mierda   Alancito Callate Ok	non-sexist
2226	  Sii bb comemela t la meto hasta la garganta y que no puedas respurar por unos segundos	non-sexist
2227	  EL DE LA IZQUIERDA TE PEGO UNA PATADA EN LA CARA QUE COSITA MONA AHRSJLSV	non-sexist
2228	Lo peculiar es cambiar de color cruzando un par de l neas Un paso atr s soy morena adelante que va a llevar g era Mestiza de aquel lado y Person Of Color en el mero gabacho	non-sexist
2230	  Jajajaj si we tu eres bien perra chismosa	sexist
2231	Un lugar lleno de Sabidur a Sanaci n Energ a   V monos a Machupichu del  al  de Septiembre Aun est s a Tiempo Haz tu maleta  	non-sexist
2232	Qui habite a CannesNiceMonaco	non-sexist
2233	  Callate que una esta ahora en el pueblo acompa ada de un pajaro y una perra	non-sexist
2234	 Ha subido una foto suya ense ando un poco su cuerpo Qu  forma de denigrar a la mujer y encima no me la follar  jam s puta asquerosa	sexist
2235	Para el tal uranium ese todo el puto sol en la cara voy a autodestruir la polla	non-sexist
2236	  Jajaja pues soy bien puta provocarme y ver s lo puta que puedo ser bb 	non-sexist
2237	  Tanto que quer a la puta cita doble y vos yendo a cualquier lado Te odio callate	non-sexist
2238	  Callate la boca pedazo de hijo de puta Do a Rosa con micr fono	non-sexist
2239	  Ha sido por rega arle xq le iba a pegar a un perro Me salta tu c llate puta y digo tu padre desgraciado Lo que no me pase a mi	non-sexist
2240	Soy espa ol as  que c llate la boca Jake est  diciendo que dejes de hablar en franc s perra esto es espa ol aprende tus idiomas antes de hablar conmigo compa ero	non-sexist
2241	Veis chicas Nunca hay que tener piedad con estas putas Hay que educarlas en todo momento y ense arles para lo que sirven para nuestra diversi n Le voy a reventar su culo de puta mientras te lo come y por su bien espero que se esfuerce o no podr  se	sexist
2243	  callate perra de mierda anda preparando tus maletas te vas presa junto con la ratera villaran la otra ratera heredia y la terruca veronika mendoza NADIE TE CREEsigues con el floro de la matanza y secuentros jajajaja lo mismo que 	sexist
2244	Me caga la pinche gente que por ser g eros se creen un chingo  O ustedes que opinan ponches prietos	sexist
2246	      Lo desconoc a eso lo que use tipejo para defender a una escoria como esos no justifica ir en contra del cine porno o cine para adultos que es como se conoce cierto es que si miras porno desde muy joven puedes hacerte una idea	non-sexist
2247	Hoy nos ha dado mucha alegr a  recibir noticias de Soda desde su hogar ya que llev bamos mucho tiempo sin saber de ella Muchas gracias por las fotos a su fam lia	non-sexist
2248	  C LLATE ZORRA	sexist
2249	Menudo chiste Sin papeles sin direcci n conocida Puede estar en cualquier parte ya Y aunque lo pillen dar  igual lo defender  open arms y todas las instituciones 	sexist
2251	  Tal vez gege no te responda pero yo si  callate maldita perra acomplejada lambucia miserable	sexist
2252	No s  d nde vives pero la delincuencia que he visto yo cuando he ido de vacaciones a Madrid y a Barcelona es absoluta vale y estos se ores al no tener papeles se ven totalmente Internet de lo que les pueda pasar sin miedo total a la ley 	sexist
2256	  comeme los cojones puto imb cil de la polla	non-sexist
2258	    Callate la perra boca que ya no lo toy	non-sexist
2261	  C llate perra que me dejaste en seen mal amigo	non-sexist
2263	  Jeje callate perra	sexist
2264	Cristina Pedroche explota quotSi me pongo escote soy una guarra si voy m s tapada es que no soy 	non-sexist
2265	Hasta ahora me vi el cap tulo de   y solo tengo que decir que Eugene es un hijo de puta que merec a morir en lugar de Carl Ah y qu  adoro a Maggie obviamente no m s que a Carol	non-sexist
2266	Hoy   clama contra el   tras el caso de los ex jugadores del club     	non-sexist
2267	    No saben tener su puta polla de muerda metida en el calzoncillo y necesitar ir ense ndola	non-sexist
2268	  un RT para SEMEN Movimiento machista internacional	non-sexist
2270	  Callate zorra crema	sexist
2271	  Y tu eres una puta	sexist
2272	Espero que tengan un buen a o y reciban lo que merezcan menos yo porque yo me joder a por puta JAJAJAJAJJAJAAJAJAJAJJAJAJAJA	non-sexist
2274	  Tu eres mi lady zorra barata	sexist
2276	Oye viste lo de Sampa C llate zorra te ganamos 	sexist
2277	Indocumentados sin salarios sin horarios vuelven los chicos del barrio	sexist
2278	mira me cansas c llate q no tienes ni puta idea de nada 	non-sexist
2279	    Qu  pas  Manolo Ya Dile al sudaca ese que mande unos kilos	sexist
2280	Plot twist Chat Noir T  eres mi mejor amiga perra desalmada Ladybug  Qu  Chat Noir Perd n me alter   	sexist
2281	  Es que somos muy inocentes y ya ense ar un pez n es ser una guarra 	non-sexist
2282	Ese momento inc modo en el que te acosan por wa y no sabes decir c llate la puta boca y d jame estudiar que paso de tu cara hostias	non-sexist
2284	    Pero si tu eres Igual de perra Y rata Haci que no vengas a hablar maldita dejenerada v	sexist
2286	    C llate la puta boca borrego	non-sexist
2288	La  Conselleria est  porque no haya asignatura de Religi n en la ense anza p blica pero si la ley lo obliga se deben ofrecer todas las alternativas Todos los ni os que estudian en nuestras escuelas son valencianos profesen la religi n que profesen 	non-sexist
2289	  HIJA DDE PUTA TE LO MERECES POR TOFAS LAS VECES QUE LO HICISTE	non-sexist
2290	    te lo merecias muchisimo zorra 	sexist
2291	 Mujer has progresado solo has estado  horas en el telefono por cierto quien era Nada uno que se hab a equivocado	sexist
2292	Que hijos de puta como estos est n en la calle solo pueden provocar este tipo d cosas El detenido por el crimen de V ctor La nez ya cumpli  condena por dejar tetrapl jico a un polic a en Barcelona 	non-sexist
2293	deja de gastar dinero en tonter as gilipollas de la polla	non-sexist
2294	T  t  eres una puta una puta una puta y una putaaaaaaa	sexist
2295	 cual es el veh culo de una mujer la aspiradora	sexist
2296	    Oye oye le ense ar  esto a mi mam  perra	sexist
2297	    Entra H ctor El Father al chat  Si t  eres una perra pues yo soy m s perro y que se joda 	sexist
2298	      C llate perra igual entendiste el mensaje anda a pintarte las u as y hablar de maquillajes perra	sexist
2299	In s arrimadas c llate la puta boca de una vez me dijo el mundo estaba kung fu bailando	non-sexist
2301	Cuando la G era se siente triste y queremos subirle el  nimo 	non-sexist
2302	Y llega cantando Lo mato Que te calles ya hasta la puta gala que me vas a dar el d a  	non-sexist
2304	Ahora resulta que la mujer es una bruja que lo trataba fatal y la otra es una guarra feminismo marca Pati o and Cia  	non-sexist
2305	  Callate vs puta	sexist
2306	  t  eres ninini ni estudias ni trabajas ni haces puta gracia	non-sexist
2307	      Putabata me paras la verga bien rico te quiero culiar y venirme en tu cara de zorra	sexist
2308	Por qu  las mujeres tienen el agujero del culo y el del co o tan juntosPara poder agarrarlas como un pack de cerveza	sexist
