	dataset	language	source	text	task1
3091	SCB_ES	es	Twitter	RT @derecho_no: @Excelsior Conocido por sus Pr?cticas Especulativas y su Crecimiento Capital Muy Agresivo. Mentira de Peri?dico . Lo que pu?	non-sexist
3092	SCB_ES	es	Twitter	RT @13_iracheta: El se?or embajador no tiene ni la m?s put@ idea de lo que la diplomacia, representando a M?xico con su cachucha de morena.?	non-sexist
3093	SCB_ES	es	Twitter	@m_ebrard Cerrar filas con un pendejo de 4ta.. h?zlo t? qu? tanto le debes. HDSPM	non-sexist
3094	SCB_ES	es	Twitter	@lopezdoriga @SBASANEZ @M_OlgaSCordero @lopezobrador_ espero que a su familia la tengan bien escondida en el extran? https://t.co/tfQ6Wy6aTD	sexist
3095	SCB_ES	es	Twitter	RT @jrsestaca: Y entonces no hubiera sido mejor planear bien el operativo? O no realizarlo en plena ciudad? Ahora hay que agradecerles por?	non-sexist
3096	SCB_ES	es	Twitter	RT @latati2: Ccp. @SNietoCastillo @M_OlgaSCordero @lopezobrador_ Buen d?a aqu? les hablan!???? https://t.co/W82yvFN4yl	non-sexist
3097	SCB_ES	es	Twitter	RT @CdhFrayba: Celebramos el reconocimiento al @FrayJuanLarios por su construcci?n de paz en M?xico. #PremioSergioVieira https://t.co/gTwrn?	non-sexist
3098	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
3099	SCB_ES	es	Twitter	"Es momento que la pandilla de rucos in?tiles del buf?n @lopezobrador_ @M_OlgaSCordero
@AlfonsoDurazo
Michoac?n, Gue? https://t.co/Aj4tj70Etr"	sexist
3100	SCB_ES	es	Twitter	Un fuerte abrazo a @m_ebrard	non-sexist
3101	SCB_ES	es	Twitter	RT @PerezBravoA: Como lo comenta @gfabianmedina , la instrucci?n del canciller @m_ebrard es la de definir y trabajar en ?reas y proyectos q?	non-sexist
3102	SCB_ES	es	Twitter	"RT @alvaroabarca: @m_ebrard C?mo cerrar filas cuando el presidente prefiri? irse a Oaxaca? 
C?mo cerrar filas cuando nos tuvo en vac?o de i?"	non-sexist
3103	SCB_ES	es	Twitter	@LuRiojas @M_OlgaSCordero De qu? sirve tanto pinche comercial en medios para prevenir las adicciones y estas felices con su churro	non-sexist
3104	SCB_ES	es	Twitter	@revistaproceso @m_ebrard El Cisen ahora est? como seguridad p?blica, as? como.	non-sexist
3105	SCB_ES	es	Twitter	@m_ebrard Oraciones para su se?or padre, TODO SALDR? BIEN.	non-sexist
3106	SCB_ES	es	Twitter	"@chillyrules @mileniotv @M_OlgaSCordero ""circunstancia"" que se d? todos los d?as... Y se atreven a decir que ya vamos bajando..."	non-sexist
3107	SCB_ES	es	Twitter	RT @Notimex: ??Cu?l es el mayor reto de este gobierno??. Entrevista exclusiva con la secretaria de Gobernaci?n Olga S?nchez Cordero (@M_Olg?	non-sexist
3108	SCB_ES	es	Twitter	Mi m?s sentido p?same por el lamentable fallecimiento de su se?or padre, Canciller @m_ebrard, Dios les de fortaleza? https://t.co/0q3KtyUSRi	sexist
3109	SCB_ES	es	Twitter	RT @alejandromurat: Me re?no con la Sria. @M_OlgaSCordero, en compa??a del Consejero Jur?dico del @GobOax, @tinajerozenil; conversamos sobr?	non-sexist
3110	SCB_ES	es	Twitter	RT @GlodeJo07: Buenos d?as @m_ebrard no s? si est?s enterado pero tu nuevo C?nsul est? acusado de haber abusado sexualmente de un menor de?	non-sexist
3111	SCB_ES	es	Twitter	@m_ebrard Nuestra solidaridad y deseos de que pronto se restablezca su padre, Se?or Secretario	non-sexist
3112	SCB_ES	es	Twitter	Por ah? circula esto... Hoy millones de mexicanos asombrados por qu? oficialmente ha sido rebasado el estado por la? https://t.co/x9U0AN8LE5	sexist
3113	SCB_ES	es	Twitter	RT @johnerencastle: ATENCI?N. Esta es la cuenta y el rostro de una de las incitadoras de violencia en las marchas. Su agresi?n repercute en?	non-sexist
3114	SCB_ES	es	Twitter	"RT @Mike_Oviedo: ""Si se hubiese dado la orden de continuar el operativo en Culiac?n, se estima que los muertos hubieran rebasado los 200"":?"	non-sexist
3115	SCB_ES	es	Twitter	@derecho_no @lopezobrador_ @M_OlgaSCordero Hablamos de personas q necesitan cubrir sus necesidades b?sicas desesper? https://t.co/Bco2mzTKdq	sexist
3116	SCB_ES	es	Twitter	RT @m_ebrard: M?xico avanza en la lucha por congelar el tr?fico de armas provenientes de Estados Unidos. Hoy se efectu? reuni?n binacional?	non-sexist
3117	SCB_ES	es	Twitter	@LuRiojas Creo que deber?as actuar con mayor objetividad esta ocasi?n,  lo rescatable es la forma en como se actu? https://t.co/LCHToATPht	sexist
3118	SCB_ES	es	Twitter	RT @japeraltac: Hablas de otro pa?s @lopezobrador_  porque hoy en #Michoac?n por si no te enteraste  hubo una masacre de polic?as y tu secr?	non-sexist
3119	SCB_ES	es	Twitter	@M_OlgaSCordero , a ver si te enteras!!!	non-sexist
3120	SCB_ES	es	Twitter	Un gran orgullo acompa?ar en representaci?n del Canciller @m_ebrard a la @camaratequilera en su 60ta Aniversario. I? https://t.co/nwrweXSQ99	sexist
3121	SCB_ES	es	Twitter	RT @IrineoMujica: Las familias separadas por el operativo 3 ni?os asegurados dejando a la madre embarazada un padre que perdi? a su mujer a?	non-sexist
3122	SCB_ES	es	Twitter	@m_ebrard Un Abrazo fraterno	non-sexist
3123	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Considero que debemos empezar a reflexionar sobre las redes sociales en funci?n del inter?s p?blico, motivo por el cual?	non-sexist
3124	SCB_ES	es	Twitter	@DipCiudadanoMX @Agricultura_mex @vmva1950 El dip. Jorge Eugenio Russo Salido, de @DipCiudadanoMX, critic? que el f? https://t.co/3KI3IiucKc	sexist
3125	SCB_ES	es	Twitter	RT @omarfayad: Reconozco el trabajo por nuestra ni?ez emprendido por el @GobiernoMX, a trav?s de la Secretaria de @SEGOB_mx, @M_OlgaSCorder?	non-sexist
3126	SCB_ES	es	Twitter	RT @germanflores18: @M_OlgaSCordero @lopezobrador_ ?Y c?mo soltando los criminales y no aplicando la ley? La impunidad de los narcotrafican?	non-sexist
3127	SCB_ES	es	Twitter	"@m_ebrard Siempre estar? con uds y est? en un mejor lugar??
Alcanz? a ver los logros de su querido Marcelo.
Mis sinc? https://t.co/iT3eyjOvZb"	sexist
3128	SCB_ES	es	Twitter	@PermanenteLa @inmujeres @M_OlgaSCordero @Irma_Sandoval Y cual esla respuesta de @lopezobrador_	non-sexist
3129	SCB_ES	es	Twitter	@m_ebrard Lamento mucho su p?rdida, cr?ame que comprendo el dolor de la situaci?n que est? viviendo y solo puedo en? https://t.co/EMgyT55eZJ	sexist
3130	SCB_ES	es	Twitter	@metik Si @m_ebrard tu polic?a nos gase? y tuvimos que correr mucho ??	non-sexist
3131	SCB_ES	es	Twitter	@m_ebrard tambi?n interpondr? una demanda por terrorismo y odio aqu? en M?xico como lo hizo en EEUU, aqu? hay m?s m? https://t.co/f0MiB2nGmk	sexist
3132	SCB_ES	es	Twitter	RT @kioscomayor: Previene ITAMA a trav?s del arte; j?venes internos presentan a estudiantes de la UVM la obra ?No manches tu vida...te quer?	non-sexist
3133	SCB_ES	es	Twitter	@julenrementeria @M_OlgaSCordero Cada vez se demuestra+q @lopezobrador_ es el mejor pol?tico que hemos tenido en mu? https://t.co/P2RKOST2je	sexist
3134	SCB_ES	es	Twitter	"RT @shademsky: Las fuerzas federales te extra?amos @FelipeCalderon 

Es dif?cil ver polic?as ca?dos sin oportunidad de defenderse y aunado?"	non-sexist
3135	SCB_ES	es	Twitter	"@M_OlgaSCordero ????????????????????????

HIJA DE TU PUTA MADRE SINVERG?ENZA 

??????????

SI TUVIERA UN GRAMO DE DESCENDENCIA, YA HABR?AS RENUNCIADO"	non-sexist
3136	SCB_ES	es	Twitter	"RT @VladRothschuh: M?xico a trav?s de @Agricultura_mex  es anfitri?n del II Foro de Peste Porcina Africana (PPA) de Am?rica del Norte.
Impu?"	non-sexist
3137	SCB_ES	es	Twitter	RT @m_ebrard: Buen trabajo de la Asociaci?n de Secretarios de Desarrollo Econ?mico para promover sus estados en el exterior y atraer invers?	non-sexist
3138	SCB_ES	es	Twitter	RT @DeniseDresserG: Este comunicado no establece un solo compromiso concreto. ?EUA regular? de manera m?s robusta la portaci?n de armas? ?M?	non-sexist
3139	SCB_ES	es	Twitter	@IVANGIDI @oneamexico @CarlosGidiB @M_OlgaSCordero @lopezobrador_ @Irma_Sandoval @yeidckol @AntonioAttolini los Hum? https://t.co/VRETzPSJq2	sexist
3140	SCB_ES	es	Twitter	@ponchoherrera @lapokianchis @V_TrujilloM @lopezobrador_ @ManuelBartlett @m_ebrard Normalmente los de derecha son p? https://t.co/91rocn1yro	sexist
3141	SCB_ES	es	Twitter	"MUJERES SUPERFICIALES,MATERIALISTAS,INTERESADAS, SE NOTA QUE TERMINA""MUY CANSADA""OBVIO SIN LEERLO PARA LOS QUE TENE? https://t.co/RsnfyYNaLD"	sexist
3142	SCB_ES	es	Twitter	RT @jorgeramosnews: Cuba es una brutal dictadura. Son m?s de 60 a?os sin democracia, sin elecciones multipartidistas, con ferrea censura y?	non-sexist
3143	SCB_ES	es	Twitter	@EdberdMolina @martuchi63 @m_ebrard Asquerosa prensa	non-sexist
3144	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
3145	SCB_ES	es	Twitter	RT @lajornadaonline: .@m_ebrard, titular de la @SRE_mx  dio a conocer que dos connacionales fueron asesinados en el tiroteo registrado en u?	non-sexist
3146	SCB_ES	es	Twitter	RT @M_OlgaSCordero: ancestrales de gran valor para nosotros. El ma?z marca los tiempos y lugares para la vida. No es extra?o que el etn?gra?	non-sexist
3147	SCB_ES	es	Twitter	"RT @M_ProgresistaMX: #NoLoDejesPasar 

?Frenar el tr?fico de armas, la mejor contribuci?n que puede hacer #EUA"".- @m_ebrard 

https://t.co/?"	non-sexist
3148	SCB_ES	es	Twitter	RT @O_Diosa78: La poqu?sima madre que tiene este gobierno @M_OlgaSCordero no puede salir a declarar este nivel de estupideces en el cargo q?	non-sexist
3149	SCB_ES	es	Twitter	RT @Edd_Campe: Ya empezaron con las mentiras, @m_ebrard No esconde nada, la raz?n por la cual no ir? al senado como se le cit? es porque su?	non-sexist
3150	SCB_ES	es	Twitter	RT @vicfc7: Hoy tengo una MUY MALA noticia, algo que quiere hacer @SENER_mx y que es, bajita la mano, anunciar que M?xico NO cumplir? con e?	non-sexist
3151	SCB_ES	es	Twitter	@m_ebrard Mis condolencias Marcelo Ebrard	non-sexist
3152	SCB_ES	es	Twitter	RT @JLozanoA: Pues no es de cerrar filas sino de que cada qui?n haga su parte. El presidente lo hizo p?simo. No se diga el in?til de @Alfon?	non-sexist
3153	SCB_ES	es	Twitter	RT @m_ebrard: Agradezco la comprensi?n del Senado de la Rep?blica y las muestras de afecto de numerosas personas en torno a la salud de mi?	non-sexist
3154	SCB_ES	es	Twitter	RT @mcmaricarmen: El muy tuitero Embajador de Estados Unidos, Christopher Laundau @USAmbMex no tuite? nada tras la reuni?n con @m_ebrard  y?	non-sexist
3155	SCB_ES	es	Twitter	RT @derecho_no: Asociaciones, organizaciones, activistas ,ciudadanos declaran que llevan meses de Paz pudiendo llevar comida a casa con m?s?	non-sexist
3156	SCB_ES	es	Twitter	RT @BRUNALDO61: Haciendole caso al presidente @lopezobrador_ crea el ?dolo de barro @cuauhtemocb10 su DIF particular para ayudar a las fami?	non-sexist
3157	SCB_ES	es	Twitter	RT @SEGOB_mx: La secretaria de Gobernaci?n @M_OlgaSCordero comparece ante el pleno de @Mx_Diputados para dar cuenta del estado de la pol?ti?	non-sexist
3158	SCB_ES	es	Twitter	RT @DoliaEstevez: @m_ebrard Si est?n de humor lean (29 p?ginas) el auto de formal prisi?n (el que @r_velascoa no pudo encontrar) por delito?	non-sexist
3159	SCB_ES	es	Twitter	"RT @LeonKrauze: Ser?a extraordinario.
Quisiera saber a cu?les medidas concretas se han comprometido Trump y Landau para ?congelar?, por eje?"	non-sexist
3160	SCB_ES	es	Twitter	@LuRiojas @M_OlgaSCordero Darle un porro de mota no es tan grave como que la SEGOB ceda y le de 84 plazas a secuest? https://t.co/q0e5qZYD3j	sexist
3161	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Acompa?o al presidente @lopezobrador_, al General Secretario @Luis_C_Sandoval,  al Almirante Secretario Rafael Ojeda (@?	non-sexist
3162	SCB_ES	es	Twitter	@m_ebrard Un Gran Padre ejemplar, un gran hijo excepcional, ?nimo canciller, Dios contigo...!!!	non-sexist
3163	SCB_ES	es	Twitter	@SEGOB_mx @GobiernoMX @M_OlgaSCordero @lopezobrador_ @SSPCMexico ES MUY CONDENABLE, INADMISIBLE, INSOPORTABLE, MUY? https://t.co/LqHsR2Nt8s	sexist
3164	SCB_ES	es	Twitter	RT @MujeresHidalgo: Nuestra lucha para apoyar a las mujeres de M?xico, tiene un nuevo programa que beneficiar? a todas mujeres violentadas?	non-sexist
3165	SCB_ES	es	Twitter	RT @DoliaEstevez: Renunci? @DHSMcAleenan. Tercero en el cargo en dos a?os 9 meses.  Versiones de que estaba frustrado y aislado. Presion? a?	non-sexist
3166	SCB_ES	es	Twitter	RT @cuestione: El gobierno de @ManceraMiguelMX gast? mil millones de pesos para posicionar la marca-ciudad ?CDMX?. El gasto fue excesivo: e?	non-sexist
3167	SCB_ES	es	Twitter	RT @MxCaminos: Las causas de las #MigracionesHumanas: #MigracionesPorCausasEcol?gicas, #MigracionesPorCausasEcon?micas, #MigracionesPorCaus?	non-sexist
3168	SCB_ES	es	Twitter	RT @ElAmaDeCasa1: En M?xico, algunas personas estudian leyes. Se pasan a?os labr?ndose una buena reputaci?n. Llegan a Ministros de la Supre?	non-sexist
3169	SCB_ES	es	Twitter	"RT @LOVREGA: Confirma @M_OlgaSCordero los se?alamientos de @ArturoZaldivarL sobre las presiones de @FelipeCalderon al Poder Judicial.

No o?"	non-sexist
3170	SCB_ES	es	Twitter	RT @xavok84: Obviamente @AccionNacional chinga tu madre. https://t.co/6IkxYykBTj	non-sexist
3171	SCB_ES	es	Twitter	@jvillasanad @HernanGomezB @lopezobrador_ @yeidckol @M_OlgaSCordero Much@s de la militancia de @PartidoMorenaMx no? https://t.co/nV9UokkB9T	sexist
3172	SCB_ES	es	Twitter	RT @Agricultura_mex: Trabajamos para impulsar un sector m?s justo con las #MujeresRurales y fomentar su crecimiento en el sector a trav?s d?	non-sexist
3173	SCB_ES	es	Twitter	Conoce el protocolo. Es importante para poder avanzar en M?xico: https://t.co/NzJj9BWszy  @50mas1Mx @ONUMujeresMX? https://t.co/sFAVg05Yn5	sexist
3174	SCB_ES	es	Twitter	Cuando un hecho violento como el sucedido en Aguililla, Michoac?n se juzga por la responsable de la Secretar?a de G? https://t.co/b7nZSuQVg1	sexist
3175	SCB_ES	es	Twitter	Pues tu amiga @M_OlgaSCordero la ahora edec?n presidencial pro-Aborto y mariguana hoy nos cuenta que tu? https://t.co/bXHURXukTZ	sexist
3176	SCB_ES	es	Twitter	@MMONDIS @M_OlgaSCordero @lopezobrador_ Cuando eras ministra de la SCJN comenc? a admirarte por el apoyo a las muje? https://t.co/Qytp5AT6AL	sexist
3177	SCB_ES	es	Twitter	@araceli03956935 @m_ebrard Pens? que hera el ?nico que se hab?a dado cta. ??? ??	non-sexist
3178	SCB_ES	es	Twitter	RT @m_ebrard: Cordial reuni?n de trabajo para avanzar en la excelente relaci?n con Costa Rica, gracias por su visita!! https://t.co/f7gOWQV?	non-sexist
3179	SCB_ES	es	Twitter	@CarlosLoret @SEGOB_mx @M_OlgaSCordero @ArturoZaldivarL @FelipeCalderon @WRADIOMexico Eso no dijo. Lo que dijo fue? https://t.co/d2Yufb8SZY	sexist
3180	SCB_ES	es	Twitter	RT @Irma_Sandoval: Nos alienta y exige m?s tan positivo resultado de la evaluaci?n ciudadana. A redoblar los esfuerzos en la acci?n contra?	non-sexist
3181	SCB_ES	es	Twitter	RT @ruloprado: @Yelysgatub3la @PaRiS_CGxM @luis_journalist @m_ebrard @julioastillero @SGarciaSoto @lumendoz @lopezdoriga @AristeguiOnline @?	non-sexist
3182	SCB_ES	es	Twitter	AUTORIDADES CONCIENTICEN GRAVEDAD EN #ESPIONAJE  URGE ACT?EN EN CONSECUENCIA  @SEMAR_mx @SEDENAmx @EJTO_FAM_GN? https://t.co/Yc7muwp4L3	sexist
3183	SCB_ES	es	Twitter	"RT @PortillogMayra: Ojal? un d?a entiendan que gobernar es ocuparse de los ciudadanos como si fueran todos de su familia.

Piense, @M_OlgaS?"	non-sexist
3184	SCB_ES	es	Twitter	RT @claudioescobosa: Lamento anunciar que el d?a de hoy mi dignidad y amor propio tuve que tomar la decisi?n de renunciar al puesto que des?	non-sexist
3185	SCB_ES	es	Twitter	"RT @C_AvilesA: Hoy se despide Medina Mora de @SCJN.

Pero hay  recordar su bienvenida

Cuando la Ministra 
@M_OlgaSCordero, ahora secretari?"	non-sexist
3186	SCB_ES	es	Twitter	Escandaloso.	non-sexist
3187	SCB_ES	es	Twitter	Se nota el nivel de la 4ta, y de sus seguidores. ?????	non-sexist
3188	SCB_ES	es	Twitter	RT @FaustoBarajas: Les comparto mi art?culo ?Nada que presumir en el pa?s? ???? https://t.co/S1SNrj9OEX	non-sexist
3189	SCB_ES	es	Twitter	RT @m_ebrard: En este momento hay que cerrar filas,respaldar al Presidente L?pez Obrador sin mezquindades y alentar a nuestro Ej?rcito y Gu?	non-sexist
3190	SCB_ES	es	Twitter	RT @GlodeJo07: Buenos d?as @m_ebrard no s? si est?s enterado pero tu nuevo C?nsul est? acusado de haber abusado sexualmente de un menor de?	non-sexist
3191	SCB_ES	es	Twitter	@m_ebrard Mi m?s sentido p?same.	non-sexist
3192	SCB_ES	es	Twitter	@LOVREGA @Benijrez @AlfonsoDurazo Al parecer, con @lopezobrador_ solo@es confianza sin importar los resultados. Eje? https://t.co/ODVCwOgV3R	sexist
3193	SCB_ES	es	Twitter	"RT @CarlosLealMx: Canciller @m_ebrard le pedimos que incluya a #Mexico en las naciones que NO promueven el #Aborto.

M?xico es un pa?s #Pro?"	non-sexist
3194	SCB_ES	es	Twitter	"RT @ProHomineMx: @Reforma L?pez Obrador y MORENA al servicio de las mafias permitiendo cobros excesivos y monopolizar el servicio.
@Ricar_p?"	non-sexist
3195	SCB_ES	es	Twitter	RT @m_ebrard: En este momento hay que cerrar filas,respaldar al Presidente L?pez Obrador sin mezquindades y alentar a nuestro Ej?rcito y Gu?	non-sexist
3196	SCB_ES	es	Twitter	RT @diazbriseno: ??AMLO y el Canciller @m_ebrard nombraron como C?nsul de M?xico en Tucson, Arizona a un activista de Morena sin experiencia?	non-sexist
3197	SCB_ES	es	Twitter	@m_ebrard En #M?xico diario hay entre 27 y 31 muertos	non-sexist
3198	SCB_ES	es	Twitter	RT @IMUMIDF: ?Esta es la pol?tica de derechos humanos y no de seguridad que @lopezobrador_  @M_OlgaSCordero @m_ebrard tanto presumen? ???? ht?	non-sexist
3199	SCB_ES	es	Twitter	RT @m_ebrard: Lamento informarles que mi padre Marcelo Ebrard Maure falleci? ayer por la noche acompa?ado por el cari?o de la familia que f?	non-sexist
3200	SCB_ES	es	Twitter	RT @FelipeCalderon: Mis condolencias para el Secretario de Relaciones Exteriores @m_ebrard por la muerte de su padre. Descanse en paz.	non-sexist
3201	SCB_ES	es	Twitter	@m_ebrard ?? ?? ?? Es momento de unirnos todos estamos en el mismo barco cerremos filas #AMLOEstamosContigo	non-sexist
3202	SCB_ES	es	Twitter	RT @m_ebrard: Damos la bienvenida a los 250  jovenes de Argentina, Brasil,Bulgaria,Colombia, Dominicana, Espa?a,EU, Hait?, Israel, Italia,M?	non-sexist
3203	SCB_ES	es	Twitter	"RT @kathya_higuera: @M_OlgaSCordero @BofAML Tal vez no est? enterada.
Le explico: El narco arrodill? a sus fuerzas federales en #CULIAC?N.?"	non-sexist
3204	SCB_ES	es	Twitter	"@M_OlgaSCordero @lopezobrador_ Jajajaja
Ya despert? Sra secretaria?
No la invitaron ni a Oaxaca ni a planear la est? https://t.co/Fh1tcteM4d"	sexist
3205	SCB_ES	es	Twitter	"RT @RickyGarciaE: Hoy comparece ante el pleno de la @Mx_Diputados el Secretario de Agricultura y Desarrollo Rural, Dr. @vmva1950.

Exigimos?"	non-sexist
3206	SCB_ES	es	Twitter	RT @DiazBimba: Por favor detengan a la Wallace!!! @lopezobrador_ @AlfonsoDurazo @M_OlgaSCordero https://t.co/d48cuTS5LM	non-sexist
3207	SCB_ES	es	Twitter	RT @M_OlgaSCordero: @SRE_mx @m_ebrard @fgymexico @nadgasman orientada a la atenci?n integral de la poblaci?n migrante mexicana y extranjera?	non-sexist
3208	SCB_ES	es	Twitter	RT @epigmenioibarra: El informe de @AlfonsoDurazo @M_OlgaSCordero @A_Encinas_R y @Luis_C_Sandoval en materia de seguridad en la #Conferenci?	non-sexist
3209	SCB_ES	es	Twitter	@gpelizarraga @MauCeballos_Mx @lopezobrador_ @M_OlgaSCordero @FGRMexico Muchas personas sufren lo mismo todos los d? https://t.co/rhhCdYc7mS	sexist
3210	SCB_ES	es	Twitter	Gobierno de la ineptitud galopante!!!????	non-sexist
3211	SCB_ES	es	Twitter	RT @memo_romancruz: @Dogbikers @GlodeJo07 @m_ebrard No es su amigo, mucho menos su compadre, es su amigui y comadre.	non-sexist
3212	SCB_ES	es	Twitter	RT @derecho_no: Comerciantes #Cuauht?moc con Educaci?n y Respeto Callamos el ?? de la injusticia que somos tratados con el racismo mayor del?	non-sexist
3213	SCB_ES	es	Twitter	RT @macariomx: Quieren respaldo? Hagan su trabajo bien... https://t.co/YzYbQsLTZG	non-sexist
3214	SCB_ES	es	Twitter	"RT @SoyIsraman: S?, yo estoy de acuerdo que una mujer puede ser Presidenta de M?xico.

Si fuera el caso, apoyar?a a @Claudiashein , aunque?"	non-sexist
3215	SCB_ES	es	Twitter	RT @rocionahle: En coordinaci?n con parte del gabinete del ?@GobiernoMX?  para analizar temas en conjunto.  Con la secretaria de Gobernaci?	non-sexist
3216	SCB_ES	es	Twitter	RT @Enea_Salgado: Esto es atraco a la democracia en nuestro pa?s. A como de lugar MORENA pretende imponer a @Jaime_BonillaV por 5 a?os cuan?	non-sexist
3217	SCB_ES	es	Twitter	"RT @M_OlgaSCordero: En el marco del Congreso Mundial para la Salud Sexual asever? que 
tengo un compromiso personal con la agenda de la div?"	non-sexist
3218	SCB_ES	es	Twitter	ESTO ES EMERGENCIA NACIONAL ! @lopezobrador_ @m_ebrard @GN_MEXICO_ @DiputadosMorena @MorenaSenadores As? terminar?n? https://t.co/a9QJBrXxlT	sexist
3219	SCB_ES	es	Twitter	"RT @julioastillero: M?xico ya abandon? la doctrina del da?o colateral: Ebrard (@m_ebrard)
https://t.co/5Km709n9qq"	non-sexist
3220	SCB_ES	es	Twitter	@gongalery @M_OlgaSCordero D?jenla que siga tom?ndose fotos pa las redes!! No la molesten chingao!!	non-sexist
3221	SCB_ES	es	Twitter	@m_ebrard Que de La Gloria de Dios goce... Fortaleza para la familia.	non-sexist
3222	SCB_ES	es	Twitter	RT @marcekiks: @CarlosLoret @USAmbMex @SRE_mx @m_ebrard @SSPCMexico @AlfonsoDurazo @SEDENAmx @SEMAR_mx La primera pregunta de M?xico tendr?	non-sexist
3223	SCB_ES	es	Twitter	@CiroGomezL @LuRiojas @M_OlgaSCordero @Mx_Diputados Indica el destino del churro de mariguana que recibi? la secretaria @M_OlgaSCordero	non-sexist
3224	SCB_ES	es	Twitter	"RT @VladRothschuh: Trabajan @SENASICA y @Agroasemex en seguros para proteger patrimonio de los productores
@vmva1950 
@Agricultura_mex"	non-sexist
3225	SCB_ES	es	Twitter	RT @GonzaloAIT: Cuando para salir del aeropuerto, no hay transporte p?blico, y el taxi del aeropuerto sale m?s caro que el avi?n algo est?	non-sexist
3226	SCB_ES	es	Twitter	@PedroFerriz Por supuesto que es m?s poderoso el narcotr?fico, seguro el churro que le dieron a @M_OlgaSCordero en? https://t.co/Dc2zgPoDok	sexist
3227	SCB_ES	es	Twitter	RT @mario_delgado: ?Muchas gracias Secretario @m_ebrard! llevamos el compromiso de fortalecer la relaci?n de la @Mx_Diputados con el @USCon?	non-sexist
3228	SCB_ES	es	Twitter	@EscudodeMexico @SimnTolomeo2 @KittyPelwchy @AlfonsoDurazo @M_OlgaSCordero @FelipeCalderon @lopezobrador_ Tranquilo? https://t.co/3BYZSXPDrv	sexist
3229	SCB_ES	es	Twitter	RT @LuRiojas: Brenda Ramirez denuncia a un hombre que se masturba en el @MetroCDMX y eyacula sobre ella el en la estaci?n #Insurgentes. Res?	non-sexist
3230	SCB_ES	es	Twitter	@m_ebrard https://t.co/IWQWU1DuBb  ser?a importante ver esta nota y su veracidad. Si la nota se acerca a la realida? https://t.co/6e2Ii4Ygc3	sexist
3231	SCB_ES	es	Twitter	Muri? enga?ado e ilusionado con la 4T	non-sexist
3232	SCB_ES	es	Twitter	RT @CNOG_MX: Hoy en Villanueva, Zacatecas, la CNOG junto el secretario @vmva1950 y el gobernador @ATelloC refrendan su apoyo a los peque?os?	non-sexist
3233	SCB_ES	es	Twitter	"Pdte. Andr?s Manuel @lopezobrador_:
?Y si en el pr?x. intento de aprehensi?n de presuntos delincuentes en Culiac?n,? https://t.co/klfXKUmBRa"	sexist
3234	SCB_ES	es	Twitter	RT @DoliaEstevez: Renuncia de Medina Mora no debe eclipsar el caso del ?c?nsul beligerante? Efr?n Leyva. Nombramiento debe ser revocado. M?	non-sexist
3235	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Lamento profundamente los hechos de violencia que se registraron en los ?ltimos d?as. Es momento de que todos los actor?	non-sexist
3236	SCB_ES	es	Twitter	@M_OlgaSCordero O muy bien y ahora el plant?n frente a @SEGOB_mx para cu?ndo @M_OlgaSCordero ??	non-sexist
3237	SCB_ES	es	Twitter	@lopezobrador_  dice que es el cochinero que dej? el anterior sistema, yo me pregunto entonces, si sab?as como esta? https://t.co/LghAA8LV7g	sexist
3238	SCB_ES	es	Twitter	@LuRiojas @M_OlgaSCordero Yo estoy por supuesto a favor de la legalizaci?n de la marihuana, pero quisiera saber, es? https://t.co/60ObMYnJKJ	sexist
3239	SCB_ES	es	Twitter	RT @Janatrecientos1: SE BUSCA A ESTA TERRORISTA, DELINCUENTE, CONATO DE ASESINA!!!  !VOT? POR UN PA?S PAC?FICO Y LA OPOSICI?N ESTA CREANDO?	non-sexist
3240	SCB_ES	es	Twitter	RT @jorgeperez100: Pinche vieja ,  @M_OlgaSCordero debieras tener verg?enza por haber liberado a una secuestradora,  agarrada infraganti co?	non-sexist
3241	SCB_ES	es	Twitter	RT @MefistoLouis: Los medios citan a @lopezobrador_ y a @m_ebrard diciendo lo dicho. El @USAmbMex, lo v?lida, pero no estuvo ah? y no dice?	non-sexist
3242	SCB_ES	es	Twitter	"@Claudiashein @M_OlgaSCordero
@Ricar_peralta
??Otra vez?!
?No que ya se hab?a solucionado y hay promesa de los taxi? https://t.co/DJOX1YB7sU"	sexist
3243	SCB_ES	es	Twitter	Si tienes pruebas de su falta de probidad, pres?ntalas. No escupas hacia arriba ??	non-sexist
3244	SCB_ES	es	Twitter	"RT @JPAlvarezGuedea: Hoy lo digo yo:

Si cuando menos no renuncia el gabinete de seguridad, va quedar la idea de que hubo complicidad al m?"	non-sexist
3245	SCB_ES	es	Twitter	@M_OlgaSCordero Bueno...	non-sexist
