	dataset	source	language	text	task1
1659	MeTwo	Twitter	es	Las mujeres no deberían usar sostén.	sexist
1660	MeTwo	Twitter	es	@Tioblancohetero Empiezo a pensar que las mujeres no deberían votar, igual votan lo que mandan sus maridos, sus padres u otros hombres para sentirse aceptadas.	sexist
1661	MeTwo	Twitter	es	@MichHyuuga Cuanta degradación de valores, lo que hacen las mujeres de hoy en día, OFRECERSE 🤦‍♂️	sexist
1662	MeTwo	Twitter	es	Toda la lucha de las mujeres de hoy en día contra el machismo y tenéis ahí a suso..hoy recopilación de vídeos y que pida perdón o a la calle...no se puede consentir ya a personajes así en tv #GHVIP27s	non-sexist
1663	MeTwo	Twitter	es	"2) ""Decir 'maricón' está mal, pero ellos lo hacen. Llamar 'nenaza' está mal, pero ellos lo hacen. Vivir en un chalet de lujo está mal, pero ellos lo hacen. Irse de 'putas' está mal, pero ellos lo hacen. Consumir cocaína está mal, pero ellos lo hacen."	non-sexist
1664	MeTwo	Twitter	es	No sea usted nenaza, también le dijo la Lola. https://t.co/8h1IvJaNGF	sexist
1665	MeTwo	Twitter	es	@WillyLozano @SpainUN @MAECgob @ONU_es Y la Ministra de Justicia a boca llena llama a la gente nenaza o maricón. Hay que decirlo todo.	sexist
1666	MeTwo	Twitter	es	@teo_herosa ¿Solo le quieres por el dinero? ¡Ay ay ay lagartona! https://t.co/A6OXKDsiol	sexist
1667	MeTwo	Twitter	es	@Pajaropolitico @claualtamirano huele a feminazi! atentos que en Argentina y España estan incontrolables, cuotas laborales y lenguaje inclusivo son algunas de las estupideces que impulsan. el feminismo no tiene razon de ser, porque ante la ley no hay nada que un hombre haga que no pueda hacer una mujer	sexist
1668	MeTwo	Twitter	es	@lucas_nefa7 @vilcheeee uh la concha de la lora que tiene que juegue al rugby , feminazi,	sexist
1669	MeTwo	Twitter	es	Baje a la cocina por unos Doritos y regrese con un plato de manzana con chile https://t.co/l7lTeictrc	non-sexist
1670	MeTwo	Twitter	es	@iparisprotector @SxllyCat —Al oler los cupcakes corre desde su habitación a la cocina para ayudar a su madre a decorar los pastelillos.—	non-sexist
1671	MeTwo	Twitter	es	"Me da vergüenza ver como hombres mandan 'a fregar' a una mujer futbolera sólo por decirle la verdad.
Pero lo que más me alegra es ver a hombres contestando a eso.
La sociedad avanza a pesar de. Por suerte los primeros son los menos. A los segundos os adoro 😘💜"	sexist
1672	MeTwo	Twitter	es	@farffanntastico La marimacho...	non-sexist
1673	MeTwo	Twitter	es	@salvameoficial No os enteráis de nada parece mentira que trabajéis en TV.Chabelia está fuera porque NO cae bien!.Es desleal,sosa,vividora, vaga, niñata y los seguidores de GH piensan eso su madre NO tiene NADA que ver.	non-sexist
1674	MeTwo	Twitter	es	"@jjaviervazquez POR FIN!se hace justicia y van fuera los muebles enchufados,ahora falta q castigueis a los q incumplen las normas y q defiendas a MÍRIAM del brutal acoso y derribo,cómo lo hicisteis con la 💩niñata asquerosa q hicisteis""ganadora""en SPVVNTES."	non-sexist
1675	MeTwo	Twitter	es	@mumolopeze @RVillarroel44 Yo ya me la puse y me veia como una niña de tercero basico jugando a la graduada.... porque si, hay niños de 4to que me pasan	non-sexist
1676	MeTwo	Twitter	es	"Me revienta el ""mamá de"". No porque no esté orgullosa de serlo, sino porque soy mucho más. Soy Cristina, soy escritora, loca del café y la sandía, valenciana, egoísta, trabajadora, hija, divertida, mujer, y sí, también soy mamá.  vía @madremadeinspain https://t.co/aw58wdvjRS"	non-sexist
1677	MeTwo	Twitter	es	"@macabercovich La excusa que usan es el ""odio al hombre y su patriarcado"" pero en realidad se odian a si mismas en su condicion de mujer. Si fuese verdad tendrian mas fuerza para ser MUJER, exaltarse como tal. Odian ser mujer y se escudan en culpar al hombre. Dan pena."	sexist
1678	MeTwo	Twitter	es	@Revista_EyN Como @epsycampbell sabe eso, vive en #Nicaragua?, esa mojigata lo único que quiere es plata y no sabe nada de #relacionesinternacionales, lo insostenible es la situación económica en #CostaRica https://t.co/KRy4KPHQCV	non-sexist
1679	MeTwo	Twitter	es	@natiibedoya @GustavoBolivar Bueno y qué es lo que deberíamos hablar o qué? Gustavo Bolívar dijo unión soviética y no pasa nada porque el en cada intervención no dice las estupideces con la voz mojigata como @MariaFdaCabal	non-sexist
1680	MeTwo	Twitter	es	@AmarantaHank @DianertMena @lindanena319 @EsperanzaGomez  @viansape83 @fresisalvaje39 @LAFUICI0SA parece que la diputada @AngelaDiputada es como medio mojigata. Pero como buena política es bien manipuladora.	non-sexist
1681	MeTwo	Twitter	es	Una mujer al volante me acaba de gritar que me suba a la banqueta. No podía porque la banqueta estaba obstruida. Me caga que 2 mujeres al volante en menos de 3 días sean tan perras y tan intolerantes.	sexist
1682	MeTwo	Twitter	es	Que quieren las mujeres de hoy en dia aparte de drogarse ?	sexist
1683	MeTwo	Twitter	es	"@erendiritas Onvre sniff sniff hueles a feminazi, de esas que toman lágrimas de onvre y se hacen mascarillas con su flujo menstrual. Ya sé que solo buscas beneficios ;) ntp seguimos en la lucha ""mujer"""	sexist
1684	MeTwo	Twitter	es	@diepresivo Una feminazi realizada	sexist
1685	MeTwo	Twitter	es	"Son
Racistas
Fascistas
Capacitistas
Clasistas
Homofóbicos
Gordofóbicos
Machistas
Misóginos
Discriminadores

Pero dicen que vos sos Feminazi"	non-sexist
1686	MeTwo	Twitter	es	@ovejasalpoder @CaroDi2008 @DanyMartnezArra @AdaColau Y lo de arreglar máquinas (en mi trabajo las máquinas eran TPV y las arreglaban los informáticos) en los trabajos en los que proceda, imagino que lo puede hacer quien tenga idea. El caso es que desde pequeña, si muestras interés por la mecánica te llaman marimacho. Pero supongo..	non-sexist
1687	MeTwo	Twitter	es	@kiaenzona Podéis hablar también de su actitud de niñata... que ensombrece todo lo bueno que ha hecho...	non-sexist
1688	MeTwo	Twitter	es	—En realidad es una pérdida de tiempo discutir con una niñata, así que Yue que no se preocupe—.	non-sexist
1689	MeTwo	Twitter	es	La UCA le dará espacio a quien hace sangran la colita de las feministas y por eso lo bardean, alguien acusado de pedofilia y sobreseído en todas las instancias, un especialista en Bioética y teólogo y un teólogo, si no te gusta prende una vela pone cara de triste y llorá https://t.co/OIC2wktbuF	non-sexist
1690	MeTwo	Twitter	es	Muchísimas felicidades @jacquejimenezv Deseo mucha vida, paz, dicha y sabiduría... te reconozco como una mujer valiente.	non-sexist
1691	MeTwo	Twitter	es	Podrás ser una mujer fuerte pero continuas llorando como una niña pequeña.	sexist
1692	MeTwo	Twitter	es	Cómo que futuro marido, loca del coño. https://t.co/UZdNyCk9LT	non-sexist
1693	MeTwo	Twitter	es	"-No se necesita ser Sócrates para presidir cultura
-No se necesita tener vagina para ser mujer
-No se necesita ser un experto para explorar petróleo 

... caray, estos chairos cada día me sorprenden más"	non-sexist
1694	MeTwo	Twitter	es	Las mujeres no deberían aspirar a ser asteriscos de los hombres. Esa estrellita sin brillo y comodín que se coloca junto a*...	non-sexist
1695	MeTwo	Twitter	es	@IvKarry @Caaamiila7 Mas asco das vos diciendo que violas a una mujer y que las mujeres de hoy en dia no valen nada.	sexist
1696	MeTwo	Twitter	es	"Un chabon me acaba de decir ""¿Sabés cocinar? Porque las mujeres de hoy en día no saben hacer nada"" Cuando digo que tengo un imán para los pelotudos no es chiste."	sexist
1697	MeTwo	Twitter	es	@ldpsincomplejos @jack @CovitePV @ConsuorF @Twitter @TwitterEspana @nytimes @BreitbartNews @TwitterEspana  Torquemada una nenaza comparado a los responsables de twitter. Han clausurando cuentas de asociaciones víctimas del terrorismo. Dimisión y a la puta calle  ya al censor español.	sexist
1698	MeTwo	Twitter	es	@jdsaezcl Nenaza!!! Se un hombre y toca	sexist
1699	MeTwo	Twitter	es	@MiguelFrigenti @GHVIPVotos Qué!. Estubo en la fiesta todo el rato techi sentada con Omár agarradados de la mano, y Le dice techi a aurah :lo tengo pegado a mi y acariciandonos para qué no se Le acerque la lagartona esa. Por(Míriam). Venga a yaa, qué la única lagartona eres tú petarda.	sexist
1700	MeTwo	Twitter	es	"Recordemos que solamente ayer Techi llamo lagartona, buscona y golfa a Miriam. 

 #GHVIP29s"	non-sexist
1701	MeTwo	Twitter	es	@Irenezg198211 siéntete como te de la gana, yo soy feminista no feminazi, no quiero prohibir a la mujer usar su cuerpo libremente. Si para ti la maternidad es un deseo o capricho dóna tu útero que a muchas les falta, ya que no les quieres permitir algo tan simple como que otra mujer les ayude	non-sexist
1702	MeTwo	Twitter	es	@Pecora_ Coincido totalmente con @vp_fif ... ¿qué tiene que ver culo con campana?... exacto! Absolutamente nada... así como la cartulina de la Feminazi y el hashtag #AbortoLegalYa ... 😂 Maldita falta de ácido fólico.	sexist
1703	MeTwo	Twitter	es	A fregar, payasa. https://t.co/998zFZPH2R	sexist
1704	MeTwo	Twitter	es	Qué??? Que Chabelita es una niñata consentida que hace siempre lo que quiere?? Que viaja de hotel en hotel en un mes más que la media de gente de su edad en toda su vida? Que?? No puede ser! Que sorpresón!!! JAJAJAJAJAJAJAJA #GHVIPDBT3	non-sexist
1705	MeTwo	Twitter	es	Soy la única que no soporta la actitud de niñata de Miriam?	non-sexist
1706	MeTwo	Twitter	es	"Yo follo en plan MUY NIÑATA 

ok work https://t.co/YqZ6oYhGVK"	non-sexist
1707	MeTwo	Twitter	es	@HablamosdeTv Pero @ghoficial no va hacer nada al respecto con la niñata de @aurahruiz ? Ya está bien, al menos un toque de atención por dios	non-sexist
1708	MeTwo	Twitter	es	@candemolnar Lo que mas bronca me da es que cataloga a todas las feministas como que odiamos los bebés, que no queremos ser mamas, o que somos unas insensibles, es tan diferente y extremista su punto de vista que no logro entenderlo	non-sexist
1709	MeTwo	Twitter	es	Voy a dejar de ser amiga de Dulce. Muy zorra para juntarse conmigo...	sexist
1710	MeTwo	Twitter	es	O sea, literal a #AnelNoroña la dejan como una mujer de la vida galante en le serie de #JoséJosé de #Telemundo	non-sexist
1711	MeTwo	Twitter	es	@loveandobeybook @amayesclavo @NadiaKeyholder @FindomKeyholder se señora que usted vive asi, como una mujer superior	non-sexist
1712	MeTwo	Twitter	es	No hay mejor sensación que estaaa, me siento como una niña de 6 años súper emocionada jajajaja https://t.co/dEDFNVRy83	non-sexist
1713	MeTwo	Twitter	es	"@SrtaPickyGH A lo mejor se lo joderá a Mónica.
Mi esperanza es que apoye a Miriam como su único defensor y que la piojosa se vuelva loca del todo.
#GHVIPDBT3"	non-sexist
1714	MeTwo	Twitter	es	Que asco esta Flor anda loca del amor JAJAJAJ.	non-sexist
1715	MeTwo	Twitter	es	@Thunderballs007 @LesterHerrick Lois Chiles nació y fue bautizada para ser chica Bond.	non-sexist
1716	MeTwo	Twitter	es	Las palabras no concuerdan con los actos. Eres más mojigata que Filotes https://t.co/rZwngbQVzT	non-sexist
1717	MeTwo	Twitter	es	ni dedos de frente tengo dios, mucho feminismo pero no entendí nada al final	non-sexist
1718	MeTwo	Twitter	es	@CaracolRadio Y es un cobarde que le pega a las mujeres... hay que sacarlo del futbol colombiano !!!	non-sexist
1719	MeTwo	Twitter	es	@Pablo_FC_17 mi coeficiente se ha disparado por las nubes y me han crecido pelillos en el cuello, ah y odio a las mujeres	sexist
1720	MeTwo	Twitter	es	"“Cuando yo me muera, enterradme con mi guitarra bajo la arena.
Cuando yo me muera, entre los naranjos y la hierbabuena.
Cuando yo me muera, enterradme, si queréis en una veleta.
!Cuando yo me muera!”
(García Lorca)
(Para la ministra de Justicia Delgado, una nenaza)"	sexist
1721	MeTwo	Twitter	es	@Lilartoni Voy a llorar, no puedo ver a eren siendo una nenaza	sexist
1722	MeTwo	Twitter	es	"@ElKike27 @MaidenRikku123 YO SERÉ TU BAKUGOU

TE HARÉ TODO EL BULLYING QUE QUIERAS 

NENAZA"	sexist
1723	MeTwo	Twitter	es	@palomarbatista @QuimTorraiPla @FAQSTV3 ¿Te han dado estopa los mossos?, no creo, tienes cara de nenaza y no tener huevos ni de estar en primera linea.	sexist
1724	MeTwo	Twitter	es	@greennxria ¿Solo le quieres por el dinero? ¡Ay ay ay lagartona! https://t.co/xAw2nVCvLb	sexist
1725	MeTwo	Twitter	es	Por cierto la gordis de mi edificio dice que no le gusta la serie de su Selena, que ella tiene el culo como el de Selena y que sospecha que su amiga el marimacho sea su super fan como Yolis con Selena jajajajajaja  #real	non-sexist
1726	MeTwo	Twitter	es	Pues mujer tenías que ser, chaparrita, berrinchuda y que no entiende razones!!!! https://t.co/lCqYAootdz	sexist
1727	MeTwo	Twitter	es	@meetdominguez Dios es único; el te amará a pesar de todo. Comparte este mensaje a todos tus amigos que aman a Dios y serás agradecido con mucha suerte y felicidad en tus días.	non-sexist
1728	MeTwo	Twitter	es	en tus días malos te voy a querer mucho más!	non-sexist
1729	MeTwo	Twitter	es	"Llegas a la oficina y corres a la máquina de café (cari te ha prestado 2€ porque otra vez vas sin monedas).
Pero eso no lo sabe nadie.
Y bebes con ansia mientras caminas, como una mujer estresada y atareada que eres."	non-sexist
1730	MeTwo	Twitter	es	@amorecorpi @merkidd @raddvicky pero si cumple con identificarte como una mujer en el espectro de género.	non-sexist
1731	MeTwo	Twitter	es	Este lunes, durante una rueda de prensa, el director Cicpc, C/G Douglas Rico, anunció la resolución de dos casos de feminicidio, donde resultaron como víctimas dos mujeres de 47 y 29 años, así como una niña de ocho https://t.co/H6yAKK6QGb	non-sexist
1732	MeTwo	Twitter	es	Y por amor, le rogué como una niña para pedirle perdón...	non-sexist
1733	MeTwo	Twitter	es	"« Una mujer trans no debe participar porque para ser mujer se operó » 

Dice la chica que tiene cirugía en la nariz, en las tetas, en los párpados, etc..."	non-sexist
1734	MeTwo	Twitter	es	Porque obviamente para ser mujer es un requisito indispensable ser capaz de concebir, menstruar y tener tetas (naturales)... 'ta bien pues https://t.co/5DAJuKXPaZ	non-sexist
1735	MeTwo	Twitter	es	"Yo no comparto que una chica trans esté en el ""Miss Universo"". 
Para ser chica probablemente pasó por un montón de procesos quirúrgicos que le quitan el ideal de «belleza natural».

Y pues sí, ell@s tienen su propio concurso."	non-sexist
1736	MeTwo	Twitter	es	"Tampoco ve el juez delitos de coacciones de Torbe:

Guía para ser chica Torbe: cómo las engañaba y extorsionaba

Torbe reclamaba fotos a las chicas para castings que luego utilizaba para coaccionarlas no querían seguir adelante con los vídeos porno.

https://t.co/UnrJgsB8Rr"	non-sexist
1737	MeTwo	Twitter	es	"@gabrielrufian Como dice el dicho:"" No hay mayor mojigata que una pu ta  redimida"""	non-sexist
1738	MeTwo	Twitter	es	@alfinrad Mucho feminismo pero al final terminan perpetuando los estereotipos de siempre 🙄	sexist
1739	MeTwo	Twitter	es	"Defender un tratado de 1904, ¿es como defender que las mujeres no deberían tener derecho a voto? O ya que les gustan los ""1900"", ¿nos deberían pagar con fichas para pulperías??  #TodoTiempoPasadoFueMejor (????) https://t.co/5VTN3gqQw9"	non-sexist
1740	MeTwo	Twitter	es	Las mujeres de hoy en día están descontroladass, te bardean por qué si	sexist
1741	MeTwo	Twitter	es	Lo creen a uno igual de perra e inmadura cómo las mujeres de hoy en día. 😒	sexist
1742	MeTwo	Twitter	es	@MISSBLANDINGS @Ororo_Pride @_anapastor_ @abalosmeco @sanchezcastejon #BasuradeGobierno #PurgasRTVE #PsoeTraidor #TraidorPSoe #PsoeVomitivo #SanchezDimision #EleccionesYa #Psoe  #SanchezLargate #SanchezVeteDondePicaelPollo #Nenaza #SanchezCumFraude #NiUnDiaMas #FraudeSánchez #CalvoDimision  #DelgadoDimision Marlaska Dolores Delgado PSOE Pedro Duque	sexist
1743	MeTwo	Twitter	es	@Yessicaabarca7 @Ricardo92141303 en la forma de expresarte en tus twitt confundes,,das la imprecion que sos lagartona !!!	sexist
1744	MeTwo	Twitter	es	"No es lista Aramís ni nada diciendo que no lava la ropa porque en el ""lavadero hay mala energía"".

Mañana le robo la excusa, no voy a fregar un plato porque ""en a cocina hay mala energía"". Lo siento, mamá. #GHVIPLímite3"	non-sexist
1745	MeTwo	Twitter	es	@NormaGabriela_ Tengan un poco de paz ya viene lo bueno el gobierno no va aguantar más Con las siguientes sanciones se van a fregar.	non-sexist
1746	MeTwo	Twitter	es	@TheDon_Juan_ @anibalrojasgt También aprovecho para preguntarle qué opina del movimiento de black metal nacional? no es grande, no es mucho pero hay. A ellos no se les puede prohibir tocar o juntarse a fregar.	non-sexist
1747	MeTwo	Twitter	es	@AngeldebritoOk @FlorMarcasoli Que asco está marimacho,quilombera es orrible. Cuando hablará de su vida y no de @laufer4  siempre lo mismo ascooo de mujer	non-sexist
1748	MeTwo	Twitter	es	"Discriminación es decirle mujer a una mujer pero también lo es decirle ""marimacho"" a una mujer. WTF!"	non-sexist
1749	MeTwo	Twitter	es	¿Qué palabra te gustaría que todos dejaran de usar? ¿Por qué? — Hay muchas y que se han normalizado: marimacho, marica, nenaza... en si toda palabra que sea para... https://t.co/cjOAvNVSMq	non-sexist
1750	MeTwo	Twitter	es	@abc_es Exige... mira lo qué te dice el torrao este, @sanchezcastejon , esa palabra q no la has pronunciado tú en tus días de gobierno, propia de un presidente de gobierno!?!?! Claro tú eres un Okupa 🤷‍♂️	non-sexist
1751	MeTwo	Twitter	es	@sunshinexrght @SoLiberLat Nunca será mujer, la mujer nace, no se hace. Sus órganos reproductores son de hombre. Es como una mujer que se haga cirugías para parecer joven, en su cuello y sus manos se ven los signos de la edad. Sigue siendo vieja, sus órganos tienen la edad biológica, aunque parezca de 30.	non-sexist
1752	MeTwo	Twitter	es	Y luego empezó a reírse como una niña pequeña. ❤️	non-sexist
1753	MeTwo	Twitter	es	@leonimarizbel Tu callate que estudie anoche como una niña buena	non-sexist
1754	MeTwo	Twitter	es	@JERobledo @IvanDuque Ya,ya deja esa ijueputa cantaleta.. pareces una puta vieja cantaletosa.. pereza	non-sexist
1755	MeTwo	Twitter	es	"@ChicRevista @teresa_torrego Joer...... a ver si para ser mujer y famosa tuvo que ser ultrajada de niña, púber, adolescentes, locura, pollita, puesta de largo, ....casadera...
YA ESTÁ BIEN.
Y a mí, que le importa.... parece que me están avisando a mí.... por ser HOMBREEEE."	non-sexist
1756	MeTwo	Twitter	es	Que por expresar una opinión somos transfóbicos y que para ser mujer no se necesita tener vagina. Demasiado por asimilar en tan sólo 1 día. ¿hoy qué verdad me tocará afrontar?	non-sexist
1757	MeTwo	Twitter	es	Hola Chicxss! En el twitt de hoy os traigo consejos para ser chica tumbr en la escuela. Seguramente lo divida en varios twitts porque en uno no me va a caber todo. Algo imprescindible para ser tumblr es el maquillaje, en el siguiente twitt os dejo ejemplos de maquillajes tumblr!	non-sexist
1758	MeTwo	Twitter	es	"A las mujeres hay que decirles que están lindas, preciosas. No que están ""buenas"", son mujeres, no comida."	non-sexist
1759	MeTwo	Twitter	es	"@E9Kie Porq las mujeres de hoy en dia se van con gilipollas y a los hombres de vd como nosotros que les hariamos bien en sus vidas, nos quieren como amigos. Luego te vienen con eso ""sois todos iguales"" 
Din dyemakom, tl3atoli fkarry joder"	sexist
1760	MeTwo	Twitter	es	Jaja son re vagas las mujeres de  hoy en día😂	sexist
1761	MeTwo	Twitter	es	"Es decir, si tú naces siendo biológicamente un chico y según pasa el tiempo te mantienes cis, socialmente se espera de ti que seas: ""masculino"". ¿Qué ocurre? Que cuando te sales de la norma, comienza el castigo social. Típicos: ""nenaza"", ""maricón"", etc..."	sexist
1762	MeTwo	Twitter	es	"@okdiario Y este tipo que se deja llamar ""nenaza"" se atreve a hablar de honor."	sexist
1763	MeTwo	Twitter	es	"-¿Y esas lágrimas? ¿Ahora eres una nenaza? Límpiate y di: ""¡SOY DURO COMO EL PUTO ACERO!"". -Cariño, ¿quieres dejar de hablarle así al bebé?"	sexist
1764	MeTwo	Twitter	es	"@krismisma Se llama""falta de responsabilidad"". Estas generaciones las han educado muy arropadas y asi les va.
El H.P separatista q pego ayer al guardia que iba con su compañeros a una manifa, dsp estaba llorando porque le dijeron q le iban a detener.. Muy gallito en manada,un""nenaza"",solo"	sexist
1765	MeTwo	Twitter	es	"Lean esto al revés 😱

""Anita la gorda lagartona no traga la droga latina""."	non-sexist
1766	MeTwo	Twitter	es	@CarlosIturra_ Puede ser. Y el está en su derecho a que le aclaren. En una de esas si es verdad aprende. Pero a hurtadillas, en pelambre que se filtra, en el contexto de la lista negra de la purga feminazi.... tenía pleno derecho a defenderse.	sexist
1767	MeTwo	Twitter	es	Me encanta porque mi profe habla de tirar al patriarcado y me mira a mí, conexión feminazi jeje	sexist
1768	MeTwo	Twitter	es	@Amaia_winner Es un coñazo, lo bueno que te puedes levantar 100 veces a la cocina que no te pierdes nada. Esto de ser galero mola , fuera stress	non-sexist
1769	MeTwo	Twitter	es	@salvameoficial ojala desaparezca ahora mismo por que estamos asta el moño de esta gente que vende a su padre o su madre que se ponga a fregar escaleras como hacemos muchas mujeres y si no que viva de todo lo que se llevo su madre de marbella	non-sexist
1770	MeTwo	Twitter	es	@liliethhh Cuando Acabas De Llegar A La Casa y Tu Mama Te Manda A Fregar :,v	non-sexist
1771	MeTwo	Twitter	es	@otramorratuitea Las feministas radicales son blancas y privilegiadas!!!!!!!!!! A veces no entiendo su manera de pensar. https://t.co/8LpXI0tnJU	sexist
1772	MeTwo	Twitter	es	@macabercovich Maca, siempre leo que te quejas de las descalificaciones que dan hacia ti las feministas, se consecuente, no hagas lo mismo, caer en un juego burdo no te hace tan diferente de lo que tanto te quejas. No es necesario.	non-sexist
1773	MeTwo	Twitter	es	@Don_oveja_negra Que curioso que las feministas nos llamen mierda, cuando ellas lo son más.	sexist
1774	MeTwo	Twitter	es	No es quien se queda en tus días más luminosos, es quien permanece, a pesar de conocer tus momentos más oscuros	non-sexist
1775	MeTwo	Twitter	es	"Casi todos los medios tratan a la victima de malasia como ""el travesti"", no como una mujer transexual o siquiera la victima de un homicidio"	non-sexist
1776	MeTwo	Twitter	es	#PrimeraEdición La pequeña Génesis será recordada como una niña alegre y apasionaba por el fútbol. Sus amigos, familiares y profesores recuerdan con cariño lo que la hacía feliz https://t.co/RrYMGTXHET https://t.co/jCkWlSxWwv	non-sexist
1777	MeTwo	Twitter	es	Mimi me pareces una puta maravilla de mujer, qué fuerza, qué puesta en escena, me ha dejado con la peluca en Japón #OT18Gala2	non-sexist
1778	MeTwo	Twitter	es	"Te embarazas: no puedes ser miss
No te embarazas: tampoco puedes ser miss

¿Cuáles son los nuevos criterios para ser mujer? No me llegó el documento ps"	non-sexist
1779	MeTwo	Twitter	es	Bueno, he decidido que voy a llevarme mi portatil chusta a clase a diario en la uni. Ya solo me falta el cafetito del Starbucks para ser chica trendy	non-sexist
1780	MeTwo	Twitter	es	mucho feminismo pero le tiras onda a un pibe con novia ajajajajajajajaj	sexist
1781	MeTwo	Twitter	es	@lucianacadahia #sinmujeresnohayfilosofia El problema no es solo en la UNAL y en la contratación. Hay mucha misoginia en la academia: “Te va bien porque eres mujer”, “Es que a uds. les exigen menos”, “Las mujeres no deberían intervenir tanto en clase”.	sexist
1782	MeTwo	Twitter	es	"@cecijunomusic ""sino tienen pareja fija y andan con varios, no pueden pedir que el hombre se haga la vasectomía"". Jueput* me quedo loco! De plano es odio a las mujeres, las tachan peor que putas (y con el respeto a las sras que ejercen). Cuán maldit* puede ser la gente. De tristeza."	sexist
1783	MeTwo	Twitter	es	Joder que le pasa a las mujeres de hoy en día que son guapísimas y yo soy un puto cardo de mierda... esto no está equilibrado.	non-sexist
1784	MeTwo	Twitter	es	"&gt; POR SER MUJER. Nada le pasa al hombre por ser hombre. Y si le pasa, adivinad qué. Son insultos que denigran a la mujer. ""Nenaza"". ""Llorar es de niñas""."	sexist
1785	MeTwo	Twitter	es	"Desperté, me vi en el espejo y dije ""es momento de regresar al gimnasio"" luego fui a la cocina y mi papá había comprado pizza para desayunar."	non-sexist
1786	MeTwo	Twitter	es	@Esther_trilogy @LoloAcebo @pedroguzman62 @sextaNoticias Yo he desistido en el momento en el que me han dicho que me vaya a fregar, que era una feminazi y que no entendía lo que dolían los huevos. De hecho ya ni lo cito en este comentario porque me cansa escuchar estupideces.	sexist
1787	MeTwo	Twitter	es	"Un compañero de clase me ha hecho la típica de: luego te vas a cortar leña o qué
Y la verdad me ha sentado mal, por eso no me pongo nunca camisas de cuadros, me siento como una marimacho y que voy horrible 
Gracias por recordármelo xddd"	non-sexist
1788	MeTwo	Twitter	es	@GabyGnazzo mujer agrede a chico sólo por bailar? Aquí tampoco hay justificación para un golpe, pero las feministas jamás hablan de esto. https://t.co/4Kqw0fvcG7	non-sexist
1789	MeTwo	Twitter	es	Weeeeey como hay vatos que les incomoda que les digas que estás en tus días?!?!?!? NO TENGO HERPES NI SIDA PENDEJO	non-sexist
1790	MeTwo	Twitter	es	Yo no puedo darte luz todos los días, pero si querés te acompaño en tus días oscuros	non-sexist
1791	MeTwo	Twitter	es	Te mereces alguien que no desaparezca en tus días tristes.	non-sexist
1792	MeTwo	Twitter	es	“No entiendo como una mujer pueda salir de casa sin arreglarse un poco… aunque sólo sea por educación”	sexist
1793	MeTwo	Twitter	es	¡Alice! Por favor hija deja de comportarte de ese modo.... Como una niña rebelde.	non-sexist
1794	MeTwo	Twitter	es	"Y así pasan los días, los meses, los años, con desprecios, ninguneo, humillaciones, muchas veces en reuniones familiares pues era la única vida social de la pareja ( frases como: ""cállate anda, tu que sabes"", ""tu has visto como vas pintada? pareces una puta"""	sexist
1795	MeTwo	Twitter	es	@oscarlaraDrovi No lo has pillado... Loca del coño es algo bueno... Esa está loca de verdad, en plan psiquiatrico... Creo que su despertar en su casa es gritar “HOLAAAAA” hasta que lo oigan los vecinos y luego ver en internet si sale o no en la tele para liarla 😒	non-sexist
1796	MeTwo	Twitter	es	Me meo con la loca del coño de Miriam...es oro puro! #GHVIPGala4	non-sexist
1797	MeTwo	Twitter	es	@xdario79 @elonmosca @AngArboleda @Miguel12MAI @el_pais Para ser mujer es necesario tener vagina, útero, ovarios, trompas de falopio. No haber nacido con pene, y mucho menos, rebanarselo para intentar ser una mujer. Biología de primer grado tete	non-sexist
1798	MeTwo	Twitter	es	El significado de la palabra “Mojigata” proviene del latín monjas en la 🏡 y 🐈🐈 en la calle.	non-sexist
1799	MeTwo	Twitter	es	Mucho feminismo pero despues anda escuchando al machito de ecko	non-sexist
1800	MeTwo	Twitter	es	"yo creo que las mujeres no deberían andar diciendo que les gusta cártel de santa, se ven mal. 

los hombres igual, pues. quiéranse tantito."	sexist
1801	MeTwo	Twitter	es	A las mujeres hay que tratarlas siempre como unas princesas, en la cama, veremos...	sexist
1802	MeTwo	Twitter	es	"Mi tío es psiquiatra forense, trabaja con la fiscalía. Me dijo: ""Las feministas se enojaron conmigo, ellas dicen que los hombres matan porque existe el odio a las mujeres, un tipo que mata a alguien tiene un trastorno, está enfermo"""	non-sexist
1803	MeTwo	Twitter	es	"@beIIaindomita ""La mitad de las mujeres de hoy en día están locas perdidas, viven obsesionadas con ser superiores a los hombres"".
Mi abuela de 94 años.

El movimiento feminista está haciendo mucho daño a la sociedad."	sexist
1804	MeTwo	Twitter	es	@IsidroQR64 @OnofreTabarnia @NgokwamiWe @MonederoJC Es una Nenaza...	sexist
1805	MeTwo	Twitter	es	@SajuCSGO ¿Solo le quieres por el dinero? ¡Ay ay ay lagartona! https://t.co/eKkg2UXudj	sexist
1806	MeTwo	Twitter	es	No obstante, es preferible un CDR que una feminazi de Malasaña	sexist
1807	MeTwo	Twitter	es	@MuriCersosimo te dijo feminazi estoy muerta	non-sexist
1808	MeTwo	Twitter	es	@TyranoBerger @JSikus @beIIaindomita Lo de ella ni es feminismo, es una feminazi	sexist
1809	MeTwo	Twitter	es	"de forma simple: unos pantalones largos, una camiseta manga corta y el delantal para cocinar. Incluso había mandado a hacer uno en conjunto con el de ella para William.

Luego de atarse el cabello, se dirigió a la cocina del hotel. Había una sección donde podrían estar +"	non-sexist
